TPD ID,TPD NAME,PubChem synonyms,SMILES,Subtype,Fomula,Target Symbol,Target ID,Ligase,Source
TPD-B48CEO,Thalidomide 5-fluoride,"2-(2,6-dioxopiperidin-3-yl)-5-fluoro-2,3-dihydro-1H-isoindole-1,3-dione; 831-704-3; 835616-61-0; 2-(2,6-dioxopiperidin-3-yl)-5-fluoroisoindoline-1,3-dione; 1H-Isoindole-1,3(2H)-dione, 2-(2,6-dioxo-3-piperidinyl)-5-fluoro-; 2-(2,6-DIOXOPIPERIDIN-3-YL)-5-FLUOROISOINDOLE-1,3-DIONE; MFCD30188075; Thalidomide-5'-fluoride; LCWG009; orb1298135; SCHEMBL13284601; SCHEMBL26641673; SCHEMBL26641865; SCHEMBL30437394; DTXSID50744063; 2-(2,6-dioxo-3-piperidyl)-5-fluoro-isoindoline-1,3-dione; BDBM511657; 2832711-51-8; EX-A3914; KIB61661; US11059801, Compound D-24; AKOS037653474; HY-W087383; AC-37438; BP-27966; DA-78380; SY246564; CS-0127616; W19652; EN300-7434256; Z2508928182; 2-(2,6-Dioxo-3-piperidinyl)-5-fluoro-1,3-isoindolinedione; 2-(2,6-Dioxopiperidin-3-yl)-5-fluoro-1H-isoindole-1,3(2H)-dione; 2-[(3S)-2,6-dioxo-3-piperidyl]-5-fluoro-isoindoline-1,3-dione",O=C1CCC(N2C(=O)C3=CC=C(F)C=C3C2=O)C(=O)N1,Degrader,C13H9FN2O4,BCL-2;ZNF-90,P10415/Q03938,CRBN,10.1016/j.xcrp.2024.101960
TPD-FZGK78,E3 ligase Ligand 4,"2-(2,6-Dioxopiperidin-3-yl)-4-fluoroisoindoline-1,3-dione; 835616-60-9; 2-(2,6-dioxopiperidin-3-yl)-4-fluoroisoindoline-1,3-dione; Thalidomide 4-fluoride; Thalidomide fluoride; 2-(2,6-Dioxo-piperidin-3-yl)-4-fluoroisoindoline-1,3-dione; 1H-Isoindole-1,3(2H)-dione, 2-(2,6-dioxo-3-piperidinyl)-4-fluoro-; MFCD11840666; 4-Fluoro-thalidomide; TC E3 5032; 2-(2,6-DIOXOPIPERIDIN-3-YL)-4-FLUOROISOINDOLE-1,3-DIONE; 2-(2,6-Dioxo-3-piperidinyl)-4-fluoro-1H-isoindole-1,3(2H)-dione; 2-(2,6-dioxopiperidin-3-yl)-4-fluoro-2,3-dihydro-1H-isoindole-1,3-dione; C13H9FN2O4; Cereblon ligand 4; E3 ligase Ligand 4; 2-(2,6-dioxo-3-piperidyl)-4-fluoro-isoindoline-1,3-dione; TC-E3 5032; E3 Ligase Ligand-4; LCZC1115; orb1299536; SCHEMBL3537840; SCHEMBL29842915; DTXSID20474502; CRAUTELYXAAAPW-UHFFFAOYSA-N; BDBM511648; GLXC-15347; BCP30586; CS-B1597; EX-A3870; US11059801, Compound D-14; AKOS037435231; E3 ligase Ligand 4(TC-E3 5032)?; BP-24430; FD163674; HY-41547; SY248864; DS-022387; N14952; EN300-6477708; F0001-6242; Z2195271007; 2-(2,6-Dioxo-3-piperidinyl)-4-fluoro-1,3-isoindolinedione; TC E3 5032; 2-(2,6-dioxopiperidin-3-yl)-4-fluoroisoindoline-1,3-dione; 2-(2,6-dioxopiperidin-3-yl)-4-2-(2,6-dioxopiperidin-3-yl)-4-fluoroisoindoline-1,3-dione",O=C1CCC(N2C(=O)C3=CC=CC(F)=C3C2=O)C(=O)N1,Degrader,C13H9FN2O4,BCL-2;ZNF-90,P10415/Q03938,CRBN,10.1016/j.xcrp.2024.101960
TPD-7RWUY0,37252349_DD-1-073,.,COC1=CC=C(C(=O)/C=C/C(=O)N2CCN(C(=O)C3=CC=C(NC(=O)CCCCCCC(=O)NO)C=C3)CC2)C=C1,Degrader,C30H36N4O7,HDAC1;HDAC3,Q13547/O15379,RNF126,10.1021/acscentsci.2c01317
TPD-1PH4BF,CDK4 degrader 1,CDK4 degrader 1; CS-1096690,C=CS(=O)(=O)N1CCN(C2=CC=C(NC3=NC=C4C=C(C(=O)N(C)C)N(C5CCCC5)C4=N3)N=C2)CC1,Degrader,C25H32N8O3S,CDK4;CDK6,P11802/Q00534,DCAF16,10.1021/acscentsci.4c00286
TPD-R12A0Q,PRLX-93936,"3-(2-Ethoxyphenyl)-2-(piperazin-1-ylmethyl)quinazolin-4-one; 903499-49-0; 3-(2-ethoxyphenyl)-2-(1-piperazinylmethyl)-4(3H)-quinazolinone; 3-(2-ethoxyphenyl)-2-(piperazin-1-ylmethyl)quinazolin-4-one; 3-(2-ethoxyphenyl)-2-(piperazin-1-ylmethyl)quinazolin-4(3h)-one; CHEMBL1836238; orb1693766; SCHEMBL4406852; SCHEMBL29634183; PRLX93936; BDBM50354121; GS4107; AKOS037653306; E6999JX933; DB-377828; HY-119264; F94277; 4(3H)-Quinazolinone, 3-(2-ethoxyphenyl)-2-(1-piperazinylmethyl)-",CCOC1=CC=CC=C1N1C(CN2CCNCC2)=NC2=CC=CC=C2C1=O,Degrader,C21H24N4O2,NUP214;NUP35;NUP155;SMPD4;GLE1,P35658/Q8NFH5/O75694/Q9NXE4/A0A804HI94,TRIM21,10.1021/acschembio.5c00036
TPD-B97LPU,Bms-214662,"BMS-214662; 195987-41-8; BMS 214662; BMS214662; L2U9GFD244; 7-cyano-2,3,4,5-tetrahydro-1-(1H-imidazol-4-ylmethyl)-3-(phenylmethyl)-4-(2-thienylsulfonyl)-1H-1,4-benzodiazepine; (R)-2,3,4,5-Tetrahydro-1-(1H-imidazol-4-ylmethyl)-3-(phenylmethyl)-4-(2-thienylsulfonyl)-1H-1,4-benzodiazepine-7-carbonitrile; CHEBI:167655; DTXSID20173260; (3R)-1-(3H-imidazol-4-ylmethyl)-3-(phenylmethyl)-4-thiophen-2-ylsulfonyl-3,5-dihydro-2H-1,4-benzodiazepine-7-carbonitrile; DTXCID5095751; FTI BMS 214662; NSC710086; (3R)-3-benzyl-1-(1H-imidazol-5-ylmethyl)-4-(thiophene-2-sulfonyl)-2,3,4,5-tetrahydro-1H-1,4-benzodiazepine-7-carbonitrile; (3R)-3-benzyl-1-(1H-imidazol-5-ylmethyl)-4-thiophen-2-ylsulfonyl-3,5-dihydro-2H-1,4-benzodiazepine-7-carbonitrile; (R)-1-((1H-imidazol-5-yl)methyl)-3-benzyl-4-(thiophen-2-ylsulfonyl)-2,3,4,5-tetrahydro-1H-benzo[e][1,4]diazepine-7-carbonitrile; CHEMBL351706; 3-BENZYL-1-(1H-IMIDAZOL-4-YLMETHYL)-4-(THIEN-2-YLSULFONYL)-2,3,4,5-TETRAHYDRO-1H-1,4-BENZODIAZEPINE-7-CARBONITRILE; (4R)-4-benzyl-2-(3H-imidazol-4-ylmethyl)-5-thiophen-2-ylsulfonyl-2,5-diazabicyclo[5.4.0]undeca-8,10,12-triene-9-carbonitrile; UNII-L2U9GFD244; OLCWFLWEHWLBTO-HSZRJFAPSA-N; BMV; SCHEMBL94663; SCHEMBL134853; GTPL8026; orb1710238; SCHEMBL29454371; BCP24307; VHA98741; BDBM50092365; BMS 214662 [WHO-DD]; AKOS040732621; CS-6471; DB12234; HY-16111; MS-29107; NS00069582; G13661; Q27075336; (3R)-3-benzyl-1-(1H-imidazol-4-ylmethyl)-4-(thiophen-2-ylsulfonyl)-2,3,4,5-tetrahydro-1H-1,4-benzodiazepine-7-carbonitrile; (3R)-3-benzyl-1-(1H-imidazol-5-ylmethyl)-4-(thiophen-2-ylsulfonyl)-2,3,4,5-tetrahydro-1H-1,4-benzodiazepine-7-carbonitrile; (R)-2,3,4,5-tetrahydro-1-(1H-imidazol-4-ylmethyl)-3-(phenylmethyl)-4-(2-thienyisulfonyl)-1H-1,4-benzodiazepine-7-carbonitile; (R)-2,3,4,5-Tetrahydro-1-(1H-imidazol-4-ylmethyl)-3-(phenylmethyl)-4-(2-thienylsulfonyl)-1H-1,4-benzodiazepine-7-carbonitrile; BMS 214662; (R)-3-Benzyl-1-(1H-imidazol-4-ylmethyl)-4-(thiophene-2-sulfonyl)-2,3,4,5-tetrahydro-1H-benzo[e][1,4]diazepine-7-carbonitrile; (R)-3-Benzyl-1-(3H-imidazol-4-ylmethyl)-4-(thiophene-2-sulfonyl)-2,3,4,5-tetrahydro-1H-benzo[e][1,4]diazepine-7-carbonitrile; (r)-7-cyano-2,3,4,5-tetrahydro-1-(1h-imidazol-4-ylmethyl)-3-(phenylmethyl)-4-(2-thienylsulfonyl)-1h-1,4-benzodiazepine; 1H-1,4-BENZODIAZEPINE-7-CARBONITRILE, 2,3,4,5-TETRAHYDRO-1-(1H-IMIDAZOL-4-YLMETHYL)-3-(PHENYLMETHYL)-4-(2-THIENYLSULFONYL)-, (3R)-; 1H-1,4-BENZODIAZEPINE-7-CARBONITRILE, 2,3,4,5-TETRAHYDRO-1-(1H-IMIDAZOL-4-YLMETHYL)-3-(PHENYLMETHYL)-4-(2-THIENYLSULFONYL)-, (R)-; 3-Benzyl-1-(3H-imidazol-4-ylmethyl)-4-(thiophene-2-sulfonyl)-2,3,4,5-tetrahydro-1H-benzo[e][1,4]diazepine-7-carbonitrile",N#CC1=CC=C2C(=C1)CN(S(=O)(=O)C1=CC=CS1)[C@H](CC1=CC=CC=C1)CN2CC1=CN=CN1,Degrader,C25H23N5O2S2,NUP214;NUP35;NUP155;SMPD4;GLE1,P35658/Q8NFH5/O75694/Q9NXE4/A0A804HI94,TRIM21,10.1021/acschembio.5c00036
TPD-9KVT1A,37816014_7-13,.,CC(=O)NCCN(C1=NC(N2CC(OC3=NC=CS3)C2)=NC(N2CC3C(CCOC4=CC(C5=C(C)N=CS5)=CC=C4CNC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)C)C3C2)=N1)C(C)C,Degrader,C49H65FN12O7S2,BRD9,Q9H8M2,VHL,10.1021/jacs.3c08307
TPD-XBU9VA,SCHEMBL22737366,"4-Amino-2-(2,6-dioxopiperidin-3-yl)-6-fluoroisoindole-1,3-dione; MFCD35449866; SY482489; 4-Amino-2-(2,6-dioxopiperidin-3-yl)-6-fluoroisoindoline-1,3-dione; 2713422-01-4",NC1=CC(F)=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Degrader,C13H10FN3O4,IKZF1;SALL4;PLZF,Q13422/Q9UJQ4/Q05516,CRBN,10.1038/s41467-023-40385-9
TPD-5PFAQA,37596276_NE-O10,.,O=C1CCC(N2C(=O)C3=CC=C(O)C(F)=C3C2=O)C(=O)N1,Degrader,C13H9FN2O5,SALL4;PLZF,Q9UJQ4/Q05516,CRBN,10.1038/s41467-023-40385-9
TPD-2P08EK,38110475_25,"4-(4-Acetylpiperazin-1-yl)-2-(2,6-dioxopiperidin-3-yl)isoindoline-1,3-dione",CC(=O)N1CCN(C2=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=CC=C2)CC1,Degrader,C19H20N4O5,ZNF276;ZFP91;E4F1;IKZF3Q147E;SALL4;ZNF517,Q8N554/Q96JP5/Q66K89/Q9UKT9/Q9UJQ4/Q6ZMY9,CRBN,10.1038/s41557-023-01379-8
TPD-LJUY8G,38110475_39,"5-(4-Acetylpiperazin-1-yl)-2-(2,6-dioxopiperidin-3-yl)isoindoline-1,3-dione",CC(=O)N1CCN(C2=CC=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=C2)CC1,Degrader,C19H20N4O5,ZNF276,Q8N554,CRBN,10.1038/s41557-023-01379-8
TPD-9TO6EB,CZ0A0LDL6A,"Acetamide, N-(2-(2,6-dioxo-3-piperidinyl)-2,3-dihydro-1,3-dioxo-1H-isoindol-4-yl)-; UNII-CZ0A0LDL6A; 444289-17-2; M18(CC-4067); Acetamide, N-(2-(2,6-dioxo-3-piperidinyl)-2,3-dihydro-1,3-dioxo-1H-isoindol-4-yl)-; N-(2-(2,6-Dioxopiperidin-3-yl)-1,3-dioxo-2,3-dihydro-1H-isoindol-4-yl)acetamide; N-[2-(2,6-Dioxopiperidin-3-yl)-1,3-dioxo-2,3-dihydro-1H-isoindol-4-yl]acetamide; N-(2-(2,6-Dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)acetamide; SCHEMBL2384927; SCHEMBL20548448; SCHEMBL29569032; BDBM511640; US11059801, Compound D-3; N-[2-(2,6-Dioxo-3-piperidyl)-1,3-dioxo-4-isoindolinyl]acetamide; SY311357; Q27275901; N-(2-(2,6-dioxo-3-piperidinyl)-2,3-dihydro-1,3-dioxo-1H-isoindol-4-yl)-acetamide",CC(=O)NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Degrader,C15H13N3O5,ZNF582;ZKSC5,Q96NG8/Q9Y2L8,CRBN,10.1038/s41557-023-01379-8
TPD-YV7Y15,SCHEMBL17884408,"N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)acetamide; BDBM511642; US11059801, Compound D-5; N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)acetamide; N-[2-(2,6-dioxo-3-piperidyl)-1,3-dioxo-isoindolin-5-yl]acetamide; 1957235-50-5",CC(=O)NC1=CC2=C(C=C1)C(=O)N(C1CCC(=O)NC1=O)C2=O,Degrader,C15H13N3O5,ZNF787;ZNF517;ZNF654;ZNF582,Q6DD87/Q6ZMY9/Q8IZM8/Q96NG8,CRBN,10.1038/s41557-023-01379-8
TPD-TE5FLF,"N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)pivalamide","N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)pivalamide",CC(C)(C)C(=O)NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Degrader,C18H19N3O5,ZNF653;ZNF582,Q96CK0/Q96NG8,CRBN,10.1038/s41557-023-01379-8
TPD-9K730T,"N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)pivalamide","N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)pivalamide",CC(C)(C)C(=O)NC1=CC2=C(C=C1)C(=O)N(C1CCC(=O)NC1=O)C2=O,Degrader,C18H19N3O5,ZNF787;ZNF654,Q6DD87/Q8IZM8,CRBN,10.1038/s41557-023-01379-8
TPD-HZD7QX,SCHEMBL26815168,"Tert-butyl 6-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)-2,6-diazaspiro[3.3]heptane-2-carboxylate; tert-butyl 6-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)-2,6-diazaspiro[3.3]heptane-2-carboxylate",CC(C)(C)OC(=O)N1CC2(C1)CN(C1=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=CC=C1)C2,Degrader,C23H26N4O6,ZNF276;ZNF653;E4F1,Q8N554/Q96CK0/Q66K89,CRBN,10.1038/s41557-023-01379-8
TPD-7H9OT0,SCHEMBL20120648,"Tert-butyl 6-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)-2,6-diazaspiro[3.3]heptane-2-carboxylate; SCHEMBL29773870; tert-butyl 6-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)-2,6-diazaspiro[3.3]heptane-2-carboxylate",CC(C)(C)OC(=O)N1CC2(C1)CN(C1=CC=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=C1)C2,Degrader,C23H26N4O6,ZNF653,Q96CK0,CRBN,10.1038/s41557-023-01379-8
TPD-45HEUU,SCHEMBL22835527,"Tert-butyl 9-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)-3,9-diazaspiro[5.5]undecane-3-carboxylate; tert-butyl 9-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)-3,9-diazaspiro[5.5]undecane-3-carboxylate",CC(C)(C)OC(=O)N1CCC2(CC1)CCN(C1=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=CC=C1)CC2,Degrader,C27H34N4O6,PATZ1;ZNF582;ZKSC5;IKZF3,Q9HBE1/Q96NG8/Q9Y2L8/Q9UKT9,CRBN,10.1038/s41557-023-01379-8
TPD-47C3FW,ARV-825,"2-((S)-4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)-N-(4-(2-(2-(2-(2-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)amino)ethoxy)ethoxy)ethoxy)ethoxy)phenyl)acetamide; 1818885-28-7; 2-((S)-4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)-N-(4-(2-(2-(2-(2-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)amino)ethoxy)ethoxy)ethoxy)ethoxy)phenyl)acetamide; MFCD29472237; CHEMBL4226052; 2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]-N-[4-[2-[2-[2-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethoxy]ethoxy]ethoxy]ethoxy]phenyl]acetamide; orb573167; ARV825; orb1146582; orb1301793; SCHEMBL17162093; SCHEMBL29380962; CHEBI:230507; RWLOGRLTDKDANT-TYIYNAFKSA-N; ARV825; ARV 825; BCP19950; EX-A2379; BDBM50512415; NSC789043; s8297; AKOS030526673; CS-4776; NSC-789043; NCGC00483927-01; NCGC00483927-04; AC-35491; BP-27847; DA-71053; HY-16954; SY388247; BRD-A00047421-001-01-7; 2-((S)-4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)-N-(4-(2-(2-(2-(2-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-ylamino)ethoxy)ethoxy)ethoxy)ethoxy)phenyl)acetamide; 2-((S,Z)-4-(4-Chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)-N-(4-(2-(2-(2-(2-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-ylamino)ethoxy)ethoxy)ethoxy)ethoxy)phenyl)acetamide; 2-[(S)-4-(4-Chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl]-N-[4-[2-[2-[2-[2-[[2-(2,6-dioxo-3-piperidyl)-1,3-dioxo-4-isoindolinyl]amino]ethoxy]ethoxy]ethoxy]ethoxy]phenyl]acetamide",CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NC1=CC=C(OCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C1)N=C2C1=CC=C(Cl)C=C1,Degrader,C46H47ClN8O9S,ZNF276;ZNF653;ZNF827;ZNF654,Q8N554/Q96CK0/Q17R98/Q8IZM8,CRBN,10.1038/s41557-023-01379-8
TPD-FGPNJT,1883863-52-2,"2-((9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetraazatricyclo(8.3.0.0,2,6)trideca-2(6),4,7,10,12-pentaen-9-yl)-N-(2-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxo-2,3-dihydro-1H-isoindol-4-yl)amino)ethyl)acetamide; 2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetraazatricyclo[8.3.0.0,2,6]trideca-2(6),4,7,10,12-pentaen-9-yl]-N-(2-{[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxo-2,3-dihydro-1H-isoindol-4-yl]amino}ethyl)acetamide; 2-((9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetraazatricyclo(8.3.0.0,2,6)trideca-2(6),4,7,10,12-pentaen-9-yl)-N-(2-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxo-2,3-dihydro-1H-isoindol-4-yl)amino)ethyl)acetamide; 963-550-9; dBET57; 2-((S)-4-(4-chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)-N-(2-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)amino)ethyl)acetamide; 2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]-N-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethyl]acetamide; dBET57?; orb1301789; CHEMBL5180012; SCHEMBL17553391; SCHEMBL29474857; TQP1624; GLXC-21608; EX-A3901; AKOS040758749; AC-36716; BP-40459; DA-52346; HY-123844; CS-0086541; D80431; EN300-24496085; Z4185702530",CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCNC1=CC=CC3=C1C(=O)N(C1CCC(=O)NC1=O)C3=O)N=C2C1=CC=C(Cl)C=C1,Degrader,C34H31ClN8O5S,ZNF276;ZNF653;ZNF827;ZFP91;E4F1;ZNF787;ZNF517;ZNF654;PATZ1;ZNF582,Q8N554/Q96CK0/Q17R98/Q96JP5/Q66K89/Q6DD87/Q6ZMY9/Q8IZM8/Q9HBE1/Q96NG8,CRBN,10.1038/s41557-023-01379-8
TPD-SMRVV4,38110475_dALK-7,"5-(4-(2-(4-(4-((5-Chloro-4-((2-(isopropylsulfonyl)phenyl)amino)pyrimidin-2-yl)amino)-5-isopropoxy-2-methylphenyl)piperidin-1-yl)acetyl)piperazin-1-yl)-2-(2,6-dioxopiperidin-3-yl)isoindoline-1,3-dione",CC1=C(C2CCN(CC(=O)N3CCN(C4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)CC3)CC2)C=C(OC(C)C)C(NC2=NC(NC3=CC=CC=C3S(=O)(=O)C(C)C)=C(Cl)C=N2)=C1,Degrader,C47H54ClN9O8S,ZNF827;ZNF787,Q17R98/Q6DD87,CRBN,10.1038/s41557-023-01379-8
TPD-V1YQZ7,"N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)isoxazole-5-carboxamide","N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)isoxazole-5-carboxamide",O=C1CCC(N2C(=O)C3=C(C2=O)C(NC(=O)C2=CC=NO2)=CC=C3)C(=O)N1,Degrader,C17H12N4O6,ZNF276;ZNF653;ZNF827;ZFP91;E4F1,Q8N554/Q96CK0/Q17R98/Q96JP5/Q66K89,CRBN,10.1038/s41557-023-01379-8
TPD-3EVKH2,SCHEMBL501896,"N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)nicotinamide; SCHEMBL30001562; UZKKKDIDZKECMB-UHFFFAOYSA-N; N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)nicotinamide; n-[2-(2,6-dioxo(3-piperidyl))-1,3-dioxoisoindolin-4-yl]-3-pyridylcarboxamide",O=C1CCC(N2C(=O)C3=C(C2=O)C(NC(=O)C2=CN=CC=C2)=CC=C3)C(=O)N1,Degrader,C19H14N4O5,ZNF276;ZNF653;ZNF827;ZNF517;ZNF654,Q8N554/Q96CK0/Q17R98/Q6ZMY9/Q8IZM8,CRBN,10.1038/s41557-023-01379-8
TPD-RYIOKN,"N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)pyrazine-2-carboxamide","N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)pyrazine-2-carboxamide",O=C1CCC(N2C(=O)C3=C(C2=O)C(NC(=O)C2=NC=CN=C2)=CC=C3)C(=O)N1,Degrader,C18H13N5O5,ZNF276;ZNF653;ZNF827;ZNF787;ZNF517;ZNF654;ZFP91;E4F1,Q8N554/Q96CK0/Q17R98/Q6DD87/Q6ZMY9/Q8IZM8/Q96JP5/Q66K89,CRBN,10.1038/s41557-023-01379-8
TPD-FR4QGN,SCHEMBL2382531,"N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)cyclopropanecarboxamide; SCHEMBL29794467; ZNSIEKYJZZEJNA-UHFFFAOYSA-N; N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)cyclopropanecarboxamide; cyclopropanecarboxylic acid [2-(2,6-dioxo-piperidin-3-yl)-1,3-dioxo-2,3-dihydro-1H-isoindol-4-yl]-amide",O=C1CCC(N2C(=O)C3=C(C2=O)C(NC(=O)C2CC2)=CC=C3)C(=O)N1,Degrader,C17H15N3O5,ZNF276;ZNF582;ZKSC5,Q8N554/Q96NG8/Q9Y2L8,CRBN,10.1038/s41557-023-01379-8
TPD-NR4OG1,"N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)cyclobutanecarboxamide","N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)cyclobutanecarboxamide",O=C1CCC(N2C(=O)C3=C(C2=O)C(NC(=O)C2CCC2)=CC=C3)C(=O)N1,Degrader,C18H17N3O5,ZNF276;ZNF653;ZNF827;ZNF517;ZNF654,Q8N554/Q96CK0/Q17R98/Q6ZMY9/Q8IZM8,CRBN,10.1038/s41557-023-01379-8
TPD-D68KAR,"N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)pyrazine-2-carboxamide","N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)pyrazine-2-carboxamide",O=C1CCC(N2C(=O)C3=C(C=C(NC(=O)C4=NC=CN=C4)C=C3)C2=O)C(=O)N1,Degrader,C18H13N5O5,ZNF787;ZNF517;ZNF654,Q6DD87/Q6ZMY9/Q8IZM8,CRBN,10.1038/s41557-023-01379-8
TPD-XKU20O,SCHEMBL29794480,"N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)cyclopropanecarboxamide; N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)cyclopropanecarboxamide",O=C1CCC(N2C(=O)C3=C(C=C(NC(=O)C4CC4)C=C3)C2=O)C(=O)N1,Degrader,C17H15N3O5,ZNF787;ZNF517;ZNF654;ZKSC5,Q6DD87/Q6ZMY9/Q8IZM8/Q9Y2L8,CRBN,10.1038/s41557-023-01379-8
TPD-P747UX,"N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)cyclobutanecarboxamide","N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-5-yl)cyclobutanecarboxamide",O=C1CCC(N2C(=O)C3=C(C=C(NC(=O)C4CCC4)C=C3)C2=O)C(=O)N1,Degrader,C18H17N3O5,ZNF582;ZKSC5,Q96NG8/Q9Y2L8,CRBN,10.1038/s41557-023-01379-8
TPD-54XUEP,"2-(2,6-dioxopiperidin-3-yl)-5-(pyridin-3-yl)isoindoline-1,3-dione","2-(2,6-Dioxopiperidin-3-yl)-5-(pyridin-3-yl)isoindoline-1,3-dione",O=C1CCC(N2C(=O)C3=C(C=C(C4=CN=CC=C4)C=C3)C2=O)C(=O)N1,Degrader,C18H13N3O4,ZNF787;PATZ1,Q6DD87/Q9HBE1,CRBN,10.1038/s41557-023-01379-8
