TPD ID,TPD NAME,PubChem synonyms,SMILES,Subtype,Fomula,Target Symbol,Target ID,Ligase,Source
TPD-4BNU24,WO2024149378-A1_11,"7-[1-(Difluoromethyl)pyrazol-4-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4cnn(C(F)F)c4)ccc3nc2[nH]1,Stabilizer,C14H9F2N5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-OXT2AB,WO2024149378-A1_12,"7-[3-Chloro-1-(difluoromethyl)pyrazol-4-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4cn(C(F)F)nc4Cl)ccc3nc2[nH]1,Stabilizer,C14H8ClF2N5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-2EC1E7,WO2024149378-A1_13,"7-[5-Chloro-1-(difluoromethyl)pyrazol-4-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4cnn(C(F)F)c4Cl)ccc3nc2[nH]1,Stabilizer,C14H8ClF2N5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-9W2K2P,"3-Chloro-4-(2-oxo-1,3-dihydroimidazo[4,5-b]quinolin-7-yl)benzonitrile",0,N#Cc1ccc(-c2ccc3nc4[nH]c(=O)[nH]c4cc3c2)c(Cl)c1,Stabilizer,C17H9ClN4O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-Z68623,WO2024149378-A1_15,"7-[4-Chloro-1-(difluoromethyl)pyrazol-3-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4nn(C(F)F)cc4Cl)ccc3nc2[nH]1,Stabilizer,C14H8ClF2N5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-CRYR4I,WO2024149378-A1_16,"7-[4-Chloro-2-(difluoromethyl)pyrazol-3-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4c(Cl)cnn4C(F)F)ccc3nc2[nH]1,Stabilizer,C14H8ClF2N5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-5BX1XC,WO2024149378-A1_17,"7-[2-Chloro-6-(trifluoromethyl)pyridin-3-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4ccc(C(F)(F)F)nc4Cl)ccc3nc2[nH]1,Stabilizer,C16H8ClF3N4O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-IN7SUV,"7-(2,6-Dichloropyridin-3-yl)-1,3-dihydroimidazo[4,5-b]quinolin-2-one",0,O=c1[nH]c2cc3cc(-c4ccc(Cl)nc4Cl)ccc3nc2[nH]1,Stabilizer,C15H8Cl2N4O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-XIVA36,WO2024149378-A1_19,"7-(6-Amino-2-chloropyridin-3-yl)-1,3-dihydroimidazo[4,5-b]quinolin-2-one",Nc1ccc(-c2ccc3nc4[nH]c(=O)[nH]c4cc3c2)c(Cl)n1,Stabilizer,C15H10ClN5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-R5B9ST,"5-Chloro-6-(4-methylphenyl)-1,3-dihydropyrrolo[2,3-b]quinolin-2-one",0,Cc1ccc(-c2ccc3nc4c(cc3c2Cl)CC(=O)N4)cc1,Stabilizer,C18H13ClN2O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-KMRP8Z,"7-phenyl-3,5,6,8-tetrahydro-1H-imidazo[4,5-b][1,6]naphthyridin-2-one",0,O=c1[nH]c2cc3c(nc2[nH]1)CCN(c1ccccc1)C3,Stabilizer,C15H14N4O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-NJ8567,WO2024149378-A1_21,"7-(2-chloro-4-fluorophenyl)-3,5,6,8-tetrahydro-1H-imidazo[4,5-b][1,6]naphthyridin-2-one",O=c1[nH]c2cc3c(nc2[nH]1)CCN(c1ccc(F)cc1Cl)C3,Stabilizer,C15H12ClFN4O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-OIZY75,WO2024149378-A1_22,"3-chloro-4-(2-oxo-3,5,6,8-tetrahydro-1H-imidazo[4,5-b][1,6]naphthyridin-7-yl)benzonitrile",N#Cc1ccc(N2CCc3nc4[nH]c(=O)[nH]c4cc3C2)c(Cl)c1,Stabilizer,C16H12ClN5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-ZC3780,WO2024149378-A1_23,.,O=c1[nH]c2cc3c(nc2[nH]1)CCN(c1ncc(F)cc1Cl)C3,Stabilizer,C14H11ClFN5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-6VN3JU,WO2024149378-A1_24,"8-Chloro-7-(5-fluoropyridin-2-yl)-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3c(Cl)c(-c4ccc(F)cn4)ccc3nc2[nH]1,Stabilizer,C15H8ClFN4O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-U86JZK,"7-(2-Chloro-4-methylphenyl)-1,3-dihydroimidazo[4,5-b]quinolin-2-one",0,Cc1ccc(-c2ccc3nc4[nH]c(=O)[nH]c4cc3c2)c(Cl)c1,Stabilizer,C17H12ClN3O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-G8CF9L,"7-(2-Aminopyridin-4-yl)-1,3-dihydroimidazo[4,5-b]quinolin-2-one",0,Nc1cc(-c2ccc3nc4[nH]c(=O)[nH]c4cc3c2)ccn1,Stabilizer,C15H11N5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-SC2KXY,WO2024149378-A1_29,"7-[1-(Trifluoromethyl)pyrazol-4-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4cnn(C(F)(F)F)c4)ccc3nc2[nH]1,Stabilizer,C14H8F3N5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-7MAH7K,"7-(2-Chloro-4-fluorophenyl)-1,3-dihydroimidazo[4,5-b]quinolin-2-one",0,O=c1[nH]c2cc3cc(-c4ccc(F)cc4Cl)ccc3nc2[nH]1,Stabilizer,C16H9ClFN3O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-OZOBLG,WO2024149378-A1_30,"7-[1-(Difluoromethyl)-5-(trifluoromethyl)pyrazol-4-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4cnn(C(F)F)c4C(F)(F)F)ccc3nc2[nH]1,Stabilizer,C15H8F5N5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-IGPHRD,WO2024149378-A1_31,"7-[1-(Difluoromethyl)-3-(trifluoromethyl)pyrazol-4-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4cn(C(F)F)nc4C(F)(F)F)ccc3nc2[nH]1,Stabilizer,C15H8F5N5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-EDYLNQ,WO2024149378-A1_32,"7-[5-Bromo-1-(difluoromethyl)pyrazol-4-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4cnn(C(F)F)c4Br)ccc3nc2[nH]1,Stabilizer,C14H8BrF2N5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-4YYMS8,WO2024149378-A1_33,"7-[3-Bromo-1-(difluoromethyl)pyrazol-4-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4cn(C(F)F)nc4Br)ccc3nc2[nH]1,Stabilizer,C14H8BrF2N5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-PON4QQ,WO2024149378-A1_34,"7-[4-Chloro-3-(difluoromethyl)-1,2-oxazol-5-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4onc(C(F)F)c4Cl)ccc3nc2[nH]1,Stabilizer,C14H7ClF2N4O2,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-6TBX0Z,WO2024149378-A1_35,"7-[2-Chloro-6-(difluoromethyl)pyridin-3-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4ccc(C(F)F)nc4Cl)ccc3nc2[nH]1,Stabilizer,C16H9ClF2N4O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-6TXZ42,WO2024149378-A1_36,"7-[2-Chloro-4-(difluoromethyl)phenyl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4ccc(C(F)F)cc4Cl)ccc3nc2[nH]1,Stabilizer,C17H10ClF2N3O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-GD9CPK,WO2024149378-A1_37,"7-[5-Chloro-1-(difluoromethyl)imidazol-4-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4ncn(C(F)F)c4Cl)ccc3nc2[nH]1,Stabilizer,C14H8ClF2N5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-8457DC,WO2024149378-A1_38,"7-[5-Chloro-3-(difluoromethyl)imidazol-4-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4c(Cl)ncn4C(F)F)ccc3nc2[nH]1,Stabilizer,C14H8ClF2N5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-7T5AFD,WO2024149378-A1_39,"7-[6-Chloro-2-(difluoromethoxy)pyridin-3-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4ccc(Cl)nc4OC(F)F)ccc3nc2[nH]1,Stabilizer,C16H9ClF2N4O2,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-JR8Q5F,"7-(4-Fluoro-2-methylphenyl)-1,3-dihydroimidazo[4,5-b]quinolin-2-one",0,Cc1cc(F)ccc1-c1ccc2nc3[nH]c(=O)[nH]c3cc2c1,Stabilizer,C17H12FN3O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-05R1TZ,WO2024149378-A1_40,"7-[2-Chloro-6-(methylamino)pyridin-3-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",CNc1ccc(-c2ccc3nc4[nH]c(=O)[nH]c4cc3c2)c(Cl)n1,Stabilizer,C16H12ClN5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-SPLQNM,WO2024149378-A1_41,.,Nc1nc(Cl)ccc1-c1ccc2nc3[nH]c(=O)[nH]c3cc2c1,Stabilizer,C15H10ClN5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-WZ0N76,WO2024149378-A1_42,"7-[5-(Difluoromethoxy)-1-(difluoromethyl)pyrazol-4-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4cnn(C(F)F)c4OC(F)F)ccc3nc2[nH]1,Stabilizer,C15H9F4N5O2,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-0N3W51,WO2024149378-A1_43,"7-[3-(Difluoromethoxy)-1-(difluoromethyl)pyrazol-4-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",O=c1[nH]c2cc3cc(-c4cn(C(F)F)nc4OC(F)F)ccc3nc2[nH]1,Stabilizer,C15H9F4N5O2,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-7QUTKX,WO2024149378-A1_44,"7-[1-(Difluoromethyl)-5-methylpyrazol-4-yl]-1,3-dihydroimidazo[4,5-b]quinolin-2-one",Cc1c(-c2ccc3nc4[nH]c(=O)[nH]c4cc3c2)cnn1C(F)F,Stabilizer,C15H11F2N5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-U3WSW8,WO2024149378-A1_46,"7-[2-chloro-4-(difluoromethyl)phenyl]-3,5,6,8-tetrahydro-1H-imidazo[4,5-b][1,6]naphthyridin-2-one",O=c1[nH]c2cc3c(nc2[nH]1)CCN(c1ccc(C(F)F)cc1Cl)C3,Stabilizer,C16H13ClF2N4O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-9WDXLM,WO2024149378-A1_47,"7-(2,4-dichlorophenyl)-3,5,6,8-tetrahydro-1H-imidazo[4,5-b][1,6]naphthyridin-2-one",O=c1[nH]c2cc3c(nc2[nH]1)CCN(c1ccc(Cl)cc1Cl)C3,Stabilizer,C15H12Cl2N4O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-LQO0ST,WO2024149378-A1_48,.,O=c1[nH]c2cc3c(nc2[nH]1)CCN(c1ccc(C(F)(F)F)nc1Cl)C3,Stabilizer,C15H11ClF3N5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-I39NFU,WO2024149378-A1_49,"7-(3-fluorophenyl)-3,5,6,8-tetrahydro-1H-imidazo[4,5-b][1,6]naphthyridin-2-one",O=c1[nH]c2cc3c(nc2[nH]1)CCN(c1cccc(F)c1)C3,Stabilizer,C15H13FN4O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-C6LIWU,WO2024149378-A1_5,.,O=c1[nH]c2cc3cc(-c4ccc(F)cc4C(F)(F)F)ccc3nc2[nH]1,Stabilizer,C17H9F4N3O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-4F4450,WO2024149378-A1_50,"7-[5-chloro-1-(difluoromethyl)pyrazol-4-yl]-3,5,6,8-tetrahydro-1H-imidazo[4,5-b][1,6]naphthyridin-2-one",O=c1[nH]c2cc3c(nc2[nH]1)CCN(c1cnn(C(F)F)c1Cl)C3,Stabilizer,C13H11ClF2N6O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-26Q52P,WO2024149378-A1_51,"7-[3-chloro-1-(difluoromethyl)pyrazol-4-yl]-3,5,6,8-tetrahydro-1H-imidazo[4,5-b][1,6]naphthyridin-2-one",O=c1[nH]c2cc3c(nc2[nH]1)CCN(c1cn(C(F)F)nc1Cl)C3,Stabilizer,C13H11ClF2N6O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-SOENDL,WO2024149378-A1_52,"3-fluoro-4-(2-oxo-3,5,6,8-tetrahydro-1H-imidazo[4,5-b][1,6]naphthyridin-7-yl)benzonitrile",N#Cc1ccc(N2CCc3nc4[nH]c(=O)[nH]c4cc3C2)c(F)c1,Stabilizer,C16H12FN5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-ASUUAI,WO2024149378-A1_53,"2-fluoro-4-(2-oxo-3,5,6,8-tetrahydro-1H-imidazo[4,5-b][1,6]naphthyridin-7-yl)benzonitrile",N#Cc1ccc(N2CCc3nc4[nH]c(=O)[nH]c4cc3C2)cc1F,Stabilizer,C16H12FN5O,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-EPHHGI,WO2024149378-A1_54,"7-[2-chloro-4-(trifluoromethoxy)phenyl]-3,5,6,8-tetrahydro-1H-imidazo[4,5-b][1,6]naphthyridin-2-one",O=c1[nH]c2cc3c(nc2[nH]1)CCN(c1ccc(OC(F)(F)F)cc1Cl)C3,Stabilizer,C16H12ClF3N4O2,PDE3A;SLFN12,Q14432/Q8IYM2,.,WO-2024149378-A1
TPD-PJ1DNZ,WO2024165577-A1_1,"2-(4-tert-butylphenyl)-N-[[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-6-yl]methyl]-2-oxoacetamide",Cc1nc2ccc(CNC(=O)C(=O)c3ccc(C(C)(C)C)cc3)cc2cc1C1CCC(=O)NC1=O,Degrader,C28H29N3O4,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-WPEEKA,WO2024165577-A1_10,"[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]methyl N-(4-tert-butyl-3-chlorophenyl)carbamate",Cc1nc2cc(COC(=O)Nc3ccc(C(C)(C)C)c(Cl)c3)ccc2cc1C1CCC(=O)NC1=O,Degrader,C27H28ClN3O4,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-ZXG8B3,WO2024165577-A1_11,"[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]methyl N-(3-chloro-4-methoxyphenyl)carbamate",COc1ccc(NC(=O)OCc2ccc3cc(C4CCC(=O)NC4=O)c(C)nc3c2)cc1Cl,Degrader,C24H22ClN3O5,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-WNW4SH,WO2024165577-A1_12,"[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]methyl N-(3,4-dichlorophenyl)carbamate",Cc1nc2cc(COC(=O)Nc3ccc(Cl)c(Cl)c3)ccc2cc1C1CCC(=O)NC1=O,Degrader,C23H19Cl2N3O4,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-PXTK45,WO2024165577-A1_13,"3-[7-[[[5-(3-Chloro-4-methylphenyl)-1,3,4-oxadiazol-2-yl]amino]methyl]-2-methylquinolin-3-yl]piperidine-2,6-dione",Cc1ccc(-c2nnc(NCc3ccc4cc(C5CCC(=O)NC5=O)c(C)nc4c3)o2)cc1Cl,Degrader,C25H22ClN5O3,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-TDBQ9S,WO2024165577-A1_14,"[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]methyl N-(1,3-benzodioxol-5-yl)carbamate",Cc1nc2cc(COC(=O)Nc3ccc4c(c3)OCO4)ccc2cc1C1CCC(=O)NC1=O,Degrader,C24H21N3O6,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-QBXVTW,WO2024165577-A1_15,"[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]methyl N-(2,3-dihydro-1,4-benzodioxin-6-yl)carbamate",Cc1nc2cc(COC(=O)Nc3ccc4c(c3)OCCO4)ccc2cc1C1CCC(=O)NC1=O,Degrader,C25H23N3O6,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-YCWNPN,WO2024165577-A1_17,"[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]methyl N-[3-chloro-4-methyl-5-(morpholin-4-ylmethyl)phenyl]carbamate",Cc1nc2cc(COC(=O)Nc3cc(Cl)c(C)c(CN4CCOCC4)c3)ccc2cc1C1CCC(=O)NC1=O,Degrader,C29H31ClN4O5,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-G0IE4C,WO2024165577-A1_18,"[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]methyl N-[3-chloro-4-(trifluoromethyl)phenyl]carbamate",Cc1nc2cc(COC(=O)Nc3ccc(C(F)(F)F)c(Cl)c3)ccc2cc1C1CCC(=O)NC1=O,Degrader,C24H19ClF3N3O4,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-D0GF1P,WO2024165577-A1_19,"[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]methyl N-[3-(trifluoromethoxy)phenyl]carbamate",Cc1nc2cc(COC(=O)Nc3cccc(OC(F)(F)F)c3)ccc2cc1C1CCC(=O)NC1=O,Degrader,C24H20F3N3O5,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-OKASJJ,WO2024165577-A1_2,"1-(3-Chloro-4-methylphenyl)-3-[[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]methyl]thiourea",Cc1ccc(NC(=S)NCc2ccc3cc(C4CCC(=O)NC4=O)c(C)nc3c2)cc1Cl,Degrader,C24H23ClN4O2S,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-EYJZRM,WO2024165577-A1_20,"[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]methyl N-(6-phenylpyridin-3-yl)carbamate",Cc1nc2cc(COC(=O)Nc3ccc(-c4ccccc4)nc3)ccc2cc1C1CCC(=O)NC1=O,Degrader,C28H24N4O4,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-AYT8XU,WO2024165577-A1_21,"[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]methyl N-(5-chloro-2-methoxy-4-methylphenyl)carbamate",COc1cc(C)c(Cl)cc1NC(=O)OCc1ccc2cc(C3CCC(=O)NC3=O)c(C)nc2c1,Degrader,C25H24ClN3O5,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-0UVGGH,WO2024165577-A1_22,"[3-(2,6-dioxopiperidin-3-yl)-5-fluoro-2-methylquinolin-7-yl]methyl N-(3-chloro-4-methylphenyl)carbamate",Cc1ccc(NC(=O)OCc2cc(F)c3cc(C4CCC(=O)NC4=O)c(C)nc3c2)cc1Cl,Degrader,C24H21ClFN3O4,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-50LAMZ,WO2024165577-A1_23,"2-(4-tert-butylpiperidin-1-yl)-N-[[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-6-yl]methyl]-2-oxoacetamide",Cc1nc2ccc(CNC(=O)C(=O)N3CCC(C(C)(C)C)CC3)cc2cc1C1CCC(=O)NC1=O,Degrader,C27H34N4O4,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-DDXDV0,WO2024165577-A1_26,"2-(3-chloro-4-methylanilino)-N-[[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-6-yl]methyl]acetamide",Cc1ccc(NCC(=O)NCc2ccc3nc(C)c(C4CCC(=O)NC4=O)cc3c2)cc1Cl,Degrader,C25H25ClN4O3,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-6Q4HCQ,WO2024165577-A1_27,"1-(3-Chloro-4-methylphenyl)-3-[[3-(2,4-dioxo-1,3-diazinan-1-yl)-2-methylquinolin-7-yl]methyl]urea",Cc1ccc(NC(=O)NCc2ccc3cc(N4CCC(=O)NC4=O)c(C)nc3c2)cc1Cl,Degrader,C23H22ClN5O3,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-2VMMDZ,WO2024165577-A1_28,"[3-(2,4-dioxo-1,3-diazinan-1-yl)-2-methylquinolin-7-yl]methyl N-(3-chloro-4-methylphenyl)carbamate",Cc1ccc(NC(=O)OCc2ccc3cc(N4CCC(=O)NC4=O)c(C)nc3c2)cc1Cl,Degrader,C23H21ClN4O4,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-DR9NMY,WO2024165577-A1_29,"[3-(2,4-dioxo-1,3-diazinan-1-yl)-2-methylquinolin-6-yl]methyl N-(3-chloro-4-methylphenyl)carbamate",Cc1ccc(NC(=O)OCc2ccc3nc(C)c(N4CCC(=O)NC4=O)cc3c2)cc1Cl,Degrader,C23H21ClN4O4,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-BF7945,WO2024165577-A1_3,"3-[7-[[[2-(3-Chloro-4-methylanilino)-3,4-dioxocyclobuten-1-yl]amino]methyl]-2-methylquinolin-3-yl]piperidine-2,6-dione",Cc1ccc(Nc2c(NCc3ccc4cc(C5CCC(=O)NC5=O)c(C)nc4c3)c(=O)c2=O)cc1Cl,Degrader,C27H23ClN4O4,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-9JYGFZ,WO2024165577-A1_30,"[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]methyl N-(3-tert-butyl-1,2-oxazol-5-yl)carbamate",Cc1nc2cc(COC(=O)Nc3cc(C(C)(C)C)no3)ccc2cc1C1CCC(=O)NC1=O,Degrader,C24H26N4O5,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-0WAGZF,WO2024165577-A1_32,"N-(3-chloro-4-methylphenyl)-3-[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]propanamide",Cc1ccc(NC(=O)CCc2ccc3cc(C4CCC(=O)NC4=O)c(C)nc3c2)cc1Cl,Degrader,C25H24ClN3O3,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-62TDEY,WO2024165577-A1_34,"N-(3-chloro-4-methylphenyl)-2-[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]oxypropanamide",Cc1ccc(NC(=O)C(C)Oc2ccc3cc(C4CCC(=O)NC4=O)c(C)nc3c2)cc1Cl,Degrader,C25H24ClN3O4,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-A6QJCJ,WO2024165577-A1_36,"N-cyclohexyl-2-[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]oxypropanamide",Cc1nc2cc(OC(C)C(=O)NC3CCCCC3)ccc2cc1C1CCC(=O)NC1=O,Degrader,C24H29N3O4,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-46YLIV,WO2024165577-A1_37,"[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]methyl N-(5-phenylthiophen-3-yl)carbamate",Cc1nc2cc(COC(=O)Nc3csc(-c4ccccc4)c3)ccc2cc1C1CCC(=O)NC1=O,Degrader,C27H23N3O4S,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-W4F8RK,WO2024165577-A1_38,.,CC1=C([C@@H]2CCC(=O)NC2=O)C=C2C=CC(COC(=O)Nc3ccc(C)c(Cl)c3)=CC2N1,Degrader,C24H24ClN3O4,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-NHKGTE,WO2024165577-A1_39,"[3-[(3R)-2,6-dioxopiperidin-3-yl]-2-methylquinolin-7-yl]methyl N-(3-chloro-4-methylphenyl)carbamate",Cc1ccc(NC(=O)OCc2ccc3cc([C@H]4CCC(=O)NC4=O)c(C)nc3c2)cc1Cl,Degrader,C24H22ClN3O4,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-ADCSTC,WO2024165577-A1_4,"[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]methyl N-(3-chloro-4-methylphenyl)carbamate",Cc1ccc(NC(=O)OCc2ccc3cc(C4CCC(=O)NC4=O)c(C)nc3c2)cc1Cl,Degrader,C24H22ClN3O4,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-D2S6VB,WO2024165577-A1_42,"[3-(2,6-dioxopiperidin-3-yl)-2-methylquinolin-7-yl]methyl N-(6-morpholin-4-ylpyridin-3-yl)carbamate",Cc1nc2cc(COC(=O)Nc3ccc(N4CCOCC4)nc3)ccc2cc1C1CCC(=O)NC1=O,Degrader,C26H27N5O5,GSPT1,P15170,CRBN,WO-2024165577-A1
TPD-F7M32N,WO2024165577-A1_44,.,Cc1ccc(NC(=O)OCc2cc(C)c3cc(C4CCC(=O)NC4=O)c(C)nc3c2)cc1Cl,Degrader,C25H24ClN3O4,GSPT1,P15170,CRBN,WO-2024165577-A1
