TPD ID,Activity Type,Target Symbols,Target IDs,Cell Line,Activity
TPD-XNB4UM,IC50,CDK12,Q9NYV4,.,26nM
TPD-MLBW70,IC50,CDK12,Q9NYV4,.,70nM
TPD-CZWSLZ,IC50,CDK12,Q9NYV4,.,75nM
TPD-9OYBDK,IC50,CDK12,Q9NYV4,.,277nM
TPD-ORBEOJ,IC50,CDK12,Q9NYV4,.,96nM
TPD-WVFRO6,IC50,CDK12,Q9NYV4,.,63nM
TPD-VWUYMY,IC50,CDK12,Q9NYV4,.,65nM
TPD-BYII1J,IC50,.,.,N87,<=100nM
TPD-OQG9UV,IC50,.,.,N87,<=100nM
TPD-X7M15Q,IC50,CDK7,P50613,.,436nM
TPD-4KFLOV,IC50,CDK7,P50613,.,704nM
TPD-JAJD6G,IC50,CDK7,P50613,.,411nM
TPD-756JVG,IC50,CDK7,P50613,.,305nM
TPD-82YJFQ,IC50,CDK7,P50613,.,343nM
TPD-P665RG,IC50,CDK7,P50613,.,127nM
TPD-TMCCYH,IC50,CDK7,P50613,.,158nM
TPD-4MO2W7,IC50,CDK7,P50613,.,117nM
TPD-F1N7DJ,IC50,CDK7,P50613,.,123nM
TPD-CQ6L7B,IC50,CDK7,P50613,.,238nM
TPD-67VB20,IC50,CDK7,P50613,.,168nM
TPD-XNB4UM,IC50,CDK7,P50613,.,214nM
TPD-MLBW70,IC50,CDK7,P50613,.,226nM
TPD-CZWSLZ,IC50,CDK7,P50613,.,19nM
TPD-9OYBDK,IC50,CDK7,P50613,.,3nM
TPD-ORBEOJ,IC50,CDK7,P50613,.,179nM
TPD-WVFRO6,IC50,CDK7,P50613,.,40nM
TPD-VWUYMY,IC50,CDK7,P50613,.,206nM
TPD-N76G5L,IC50,.,.,NCI-H526,1μM≤x
TPD-0JF90O,IC50,.,.,NCI-H526,<100nM
TPD-VF5C6F,IC50,.,.,NCI-H526,<100nM
TPD-JFVBR1,IC50_10,.,.,OE-19,2.24nM
TPD-86YMG4,IC50_10,.,.,OE-19,3.77nM
TPD-QHYM7Q,IC50_12,.,.,SR,F
TPD-UA4LNK,IC50_12,.,.,SR,F
TPD-UEBV5L,IC50_12,.,.,SR,F
TPD-VVPEWF,IC50_12,.,.,SR,F
TPD-MYKAJU,IC50,.,.,NCI-H929,0.34 nM
TPD-ICX074,IC50,.,.,NCI-H929,4.36 nM
TPD-VZOZZ1,IC50,.,.,NCI-H929,0.1 nM
TPD-K405WJ,IC50,.,.,NCI-H929,0.17 nM
TPD-CBS066,IC50,.,.,NCI-H929,0.08 nM
TPD-08PCL9,IC50,.,.,NCI-H929,0.02 nM
TPD-W895I5,IC50,.,.,NCI-H929,0.13 nM
TPD-CFAG32,IC50,.,.,NCI-H929,0.28 nM
TPD-FXIJUG,IC50,.,.,NCI-H929,0.9 nM
TPD-SRX9KK,IC50,.,.,NCI-H929,0.18 nM
TPD-SG7OAR,IC50,.,.,NCI-H929,0.22 nM
TPD-04AMAF,IC50,.,.,NCI-H929,0.61 nM
TPD-92GEH3,IC50,.,.,NCI-H929,1.78 nM
TPD-05X91J,IC50,.,.,NCI-H929,0.27 nM
TPD-K89XHT,IC50,.,.,NCI-H929,0.75 nM
TPD-QLU5GG,IC50,.,.,NCI-H929,1.13 nM
TPD-5DFQPH,IC50,.,.,NCI-H929,0.21 nM
TPD-51XQ2O,IC50,.,.,NCI-H929,0.34 nM
TPD-F31WYY,IC50,.,.,.,<1μM
TPD-L1IH7O,IC50,.,.,.,<1μM
TPD-WTXATR,IC50,.,.,.,<1μM
TPD-CGSB62,IC50,.,.,.,<1μM
TPD-NYJQLX,IC50,.,.,.,<1μM
TPD-SQAS76,IC50,.,.,.,<1μM
TPD-SFYTN6,IC50,.,.,.,<1μM
TPD-UGPQ1Y,IC50,.,.,.,<1μM
TPD-Q4FMBC,IC50,.,.,.,<1μM
TPD-DM274L,IC50,.,.,.,<1μM
TPD-0944N9,IC50,.,.,.,<1μM
TPD-1P6M60,IC50,.,.,.,<1μM
TPD-HMGSCP,IC50,.,.,.,<1μM
TPD-F31WYY,EC50,GSPT1,P15170,HEK293_hGSPT1_HiBiT,>10μM
TPD-L1IH7O,EC50,GSPT1,P15170,HEK293_hGSPT1_HiBiT,>10μM
TPD-WTXATR,EC50,GSPT1,P15170,HEK293_hGSPT1_HiBiT,<1μM
TPD-CGSB62,EC50,GSPT1,P15170,HEK293_hGSPT1_HiBiT,>10μM
TPD-AB7Z5C,EC50,GSPT1,P15170,HEK293_hGSPT1_HiBiT,>10μM
TPD-NYJQLX,EC50,GSPT1,P15170,HEK293_hGSPT1_HiBiT,>10μM
TPD-SQAS76,EC50,GSPT1,P15170,HEK293_hGSPT1_HiBiT,>10μM
TPD-SFYTN6,EC50,GSPT1,P15170,HEK293_hGSPT1_HiBiT,1μM<x≤10μM
TPD-UGPQ1Y,EC50,GSPT1,P15170,HEK293_hGSPT1_HiBiT,>10μM
TPD-Q4FMBC,EC50,GSPT1,P15170,HEK293_hGSPT1_HiBiT,>10μM
TPD-DM274L,EC50,GSPT1,P15170,HEK293_hGSPT1_HiBiT,>10μM
TPD-0944N9,EC50,GSPT1,P15170,HEK293_hGSPT1_HiBiT,>10μM
TPD-TO9J8L,DC50,CCNK,O75909,HEK293T,0.25μM<x≤0.5μM
TPD-JN8KJE,DC50,CCNK,O75909,HEK293T,≤0.25μM
TPD-95AJZT,DC50,CCNK,O75909,HEK293T,>10μM
TPD-PMUOQ3,DC50,CCNK,O75909,HEK293T,0.25μM<x≤0.5μM
TPD-N7LN1T,DC50,CCNK,O75909,HEK293T,≤0.25μM
TPD-OIOUNF,DC50,CCNK,O75909,HEK293T,1μM<x≤10μM
TPD-AWV5FK,DC50,CCNK,O75909,HEK293T,>10μM
TPD-69N22M,DC50,CCNK,O75909,HEK293T,≤0.25μM
TPD-WJY6M2,DC50,CCNK,O75909,HEK293T,≤0.25μM
TPD-KKCI08,DC50,CCNK,O75909,HEK293T,≤0.25μM
TPD-RQOG46,DC50,CCNK,O75909,HEK293T,>10μM
TPD-8WGVWM,DC50,CCNK,O75909,HEK293T,>10μM
TPD-E9GU2W,DC50,CCNK,O75909,HEK293T,≤0.25μM
TPD-N5ZTQQ,DC50,CCNK,O75909,HEK293T,>10μM
TPD-39VLK3,DC50,CCNK,O75909,HEK293T,0.5μM<x≤1μM
TPD-5IMXC8,DC50,CCNK,O75909,HEK293T,≤0.25μM
TPD-8BCSIT,DC50,CCNK,O75909,HEK293T,1μM<x≤10μM
TPD-TO9J8L,EC50,CDK12,Q9NYV4,HEK293T,≤0.25μM
TPD-JN8KJE,EC50,CDK12,Q9NYV4,HEK293T,1μM<x≤10μM
TPD-95AJZT,EC50,CDK12,Q9NYV4,HEK293T,>10μM
TPD-PMUOQ3,EC50,CDK12,Q9NYV4,HEK293T,≤0.25μM
TPD-N7LN1T,EC50,CDK12,Q9NYV4,HEK293T,0.5μM<x≤1μM
TPD-OIOUNF,EC50,CDK12,Q9NYV4,HEK293T,1μM<x≤10μM
TPD-AWV5FK,EC50,CDK12,Q9NYV4,HEK293T,1μM<x≤10μM
TPD-69N22M,EC50,CDK12,Q9NYV4,HEK293T,1μM<x≤10μM
TPD-WJY6M2,EC50,CDK12,Q9NYV4,HEK293T,1μM<x≤10μM
TPD-KKCI08,EC50,CDK12,Q9NYV4,HEK293T,1μM<x≤10μM
TPD-RQOG46,EC50,CDK12,Q9NYV4,HEK293T,1μM<x≤10μM
TPD-8WGVWM,EC50,CDK12,Q9NYV4,HEK293T,1μM<x≤10μM
TPD-E9GU2W,EC50,CDK12,Q9NYV4,HEK293T,≤0.25μM
TPD-N5ZTQQ,EC50,CDK12,Q9NYV4,HEK293T,1μM<x≤10μM
TPD-39VLK3,EC50,CDK12,Q9NYV4,HEK293T,1μM<x≤10μM
TPD-5IMXC8,EC50,CDK12,Q9NYV4,HEK293T,0.25μM<x≤0.5μM
TPD-8BCSIT,EC50,CDK12,Q9NYV4,HEK293T,1μM<x≤10μM
TPD-L3YXE2,IC50,.,.,NCI-H929,0.3nM
TPD-5INX0N,IC50,.,.,NCI-H929,0.17nM
TPD-HB04WR,IC50,.,.,NCI-H929,1.48nM
TPD-UDWRV8,IC50,.,.,NCI-H929,0.07nM
TPD-NIRYXY,IC50,.,.,NCI-H929,0.02nM
TPD-94I2K5,IC50,.,.,NCI-H929,0.31nM
TPD-UIADYD,EC50,RBM39,Q14498,.,<1μM
TPD-4KE7PW,EC50,RBM39,Q14498,.,<1μM
TPD-C1GRQ1,EC50,RBM39,Q14498,.,<20μM
TPD-WQ7TX3,EC50,RBM39,Q14498,.,<5μM
TPD-GIYPDQ,EC50,RBM39,Q14498,.,<5μM
TPD-93RSCV,EC50,RBM39,Q14498,.,<5μM
TPD-UN0VGI,EC50,RBM39,Q14498,.,<1μM
TPD-SBPSOD,EC50,RBM39,Q14498,.,<20μM
TPD-RH0JDE,EC50,RBM39,Q14498,.,<1μM
TPD-UIADYD,IC50,.,.,.,<100μM
TPD-4KE7PW,IC50,.,.,.,<5μM
TPD-C1GRQ1,IC50,.,.,.,<5μM
TPD-GIYPDQ,IC50,.,.,.,<100μM
TPD-93RSCV,IC50,.,.,.,<100μM
TPD-UN0VGI,IC50,.,.,.,<100μM
TPD-SBPSOD,IC50,.,.,.,<20μM
TPD-RH0JDE,IC50,.,.,.,<5μM
TPD-ROVNYT,IC50,.,.,.,<5μM
TPD-WQ7TX3,IC50,.,.,HCT-116,<1000nM
TPD-T81KQC,EC50,RBM39,Q14498,HCT-116,>100μM
TPD-ZCRP9Y,EC50,RBM39,Q14498,HCT-116,>100μM
TPD-9NX6LS,EC50,RBM39,Q14498,HCT-116,<1μM
TPD-NGH0ES,EC50,RBM39,Q14498,HCT-116,<1μM
TPD-1BJ31G,EC50,RBM39,Q14498,HCT-116,>100μM
TPD-IOE4P9,EC50,RBM39,Q14498,HCT-116,>100μM
TPD-1AWXXH,EC50,RBM39,Q14498,HCT-116,<10μM
TPD-QJS15I,EC50,RBM39,Q14498,HCT-116,<10μM
TPD-K9QOCR,EC50,RBM39,Q14498,HCT-116,<10μM
TPD-DIIVRV,EC50,RBM39,Q14498,HCT-116,>100μM
TPD-JS5GP5,EC50,RBM39,Q14498,HCT-116,<10μM
TPD-BX0BER,EC50,RBM39,Q14498,HCT-116,<10μM
TPD-FVCXIY,EC50,RBM39,Q14498,HCT-116,<1μM
TPD-C5LZQ0,EC50,RBM39,Q14498,HCT-116,<1μM
TPD-HOIDP9,EC50,RBM39,Q14498,HCT-116,<10μM
TPD-ED9HVK,EC50,RBM39,Q14498,HCT-116,>100μM
TPD-IMVQXF,EC50,RBM39,Q14498,HCT-116,<100μM
TPD-SJ5WG9,EC50,RBM39,Q14498,HCT-116,<100μM
TPD-T81KQC,IC50,.,.,.,>100μM
TPD-ZCRP9Y,IC50,.,.,.,>100μM
TPD-9NX6LS,IC50,.,.,.,<100μM
TPD-NGH0ES,IC50,.,.,.,>100μM
TPD-1BJ31G,IC50,.,.,.,>100μM
TPD-IOE4P9,IC50,.,.,.,>100μM
TPD-1AWXXH,IC50,.,.,.,>100μM
TPD-QJS15I,IC50,.,.,.,>100μM
TPD-K9QOCR,IC50,.,.,.,>100μM
TPD-DIIVRV,IC50,.,.,.,>100μM
TPD-JS5GP5,IC50,.,.,.,>100μM
TPD-BX0BER,IC50,.,.,.,>100μM
TPD-FVCXIY,IC50,.,.,.,>100μM
TPD-C5LZQ0,IC50,.,.,.,<100μM
TPD-HOIDP9,IC50,.,.,.,>100μM
TPD-ED9HVK,IC50,.,.,.,>100μM
TPD-IMVQXF,IC50,.,.,.,>100μM
TPD-SJ5WG9,IC50,.,.,.,>100μM
TPD-LJL6E5,IC50,.,.,HeLa,2.533nM
TPD-A0TWL8,IC50,.,.,HeLa,6.222nM
TPD-8KRN6V,IC50,.,.,HeLa,2.379nM
TPD-67CEJ4,IC50,.,.,HeLa,12.3nM
TPD-EPM2LQ,IC50,.,.,HeLa,42.88nM
TPD-V7K9Z5,IC50,.,.,HeLa,1.142nM
TPD-7SK0W6,DC50,CK1α,P48729,.,0.176 μM
TPD-NY4ZN8,DC50,CK1α,P48729,.,0.308 μM
TPD-45D5EA,DC50,CK1α,P48729,.,0.14 μM
TPD-QNPGJU,DC50,CK1α,P48729,.,0.293 μM
TPD-VZXV7N,DC50,CK1α,P48729,.,0.284 μM
TPD-F74CCF,DC50,CK1α,P48729,.,0.0658 μM
TPD-M1F3XP,DC50,CK1α,P48729,.,0.0653 μM
TPD-6EJIF1,DC50,CK1α,P48729,.,0.123 μM
TPD-X2NQ83,DC50,CK1α,P48729,.,0.137 μM
TPD-7SK0W6,Dmax ,CK1α,P48729,.,60.80%
TPD-NY4ZN8,Dmax ,CK1α,P48729,.,64.70%
TPD-45D5EA,Dmax ,CK1α,P48729,.,67.30%
TPD-QNPGJU,Dmax ,CK1α,P48729,.,65.90%
TPD-VZXV7N,Dmax ,CK1α,P48729,.,67.90%
TPD-F74CCF,Dmax ,CK1α,P48729,.,75.20%
TPD-M1F3XP,Dmax ,CK1α,P48729,.,67.90%
TPD-6EJIF1,Dmax ,CK1α,P48729,.,65.70%
TPD-X2NQ83,Dmax ,CK1α,P48729,.,66.00%
TPD-YHKYZA,IC50,CDK12,Q9NYV4,.,61nM
TPD-J2NUX1,IC50,CDK12,Q9NYV4,.,34nM
TPD-VHI46I,IC50,CDK12,Q9NYV4,.,47nM
TPD-RORMB2,IC50,CDK12,Q9NYV4,.,143nM
TPD-NQNNBC,IC50,CDK12,Q9NYV4,.,34nM
TPD-9R72BZ,IC50,CDK12,Q9NYV4,.,51nM
TPD-GEOW37,IC50,CDK12,Q9NYV4,.,51nM
TPD-GBZQ2Q,IC50,CDK12,Q9NYV4,.,52nM
TPD-IE9I5K,IC50,CDK12,Q9NYV4,.,55nM
TPD-JZWMCH,IC50,CDK12,Q9NYV4,.,36nM
TPD-A58J0A,IC50,CDK12,Q9NYV4,.,160nM
TPD-VB6UZT,IC50,CDK12,Q9NYV4,.,188nM
TPD-YHKYZA,IC50,.,.,A673,2.8nM
TPD-J2NUX1,IC50,.,.,A673,126.7nM
TPD-VHI46I,IC50,.,.,A673,16.2nM
TPD-RORMB2,IC50,.,.,A673,6.3nM
TPD-NQNNBC,IC50,.,.,A673,1.1nM
TPD-9R72BZ,IC50,.,.,A673,3.5nM
TPD-GEOW37,IC50,.,.,A673,1.7nM
TPD-GBZQ2Q,IC50,.,.,A673,32nM
TPD-IE9I5K,IC50,.,.,A673,1.3nM
TPD-JZWMCH,IC50,.,.,A673,8nM
TPD-A58J0A,IC50,.,.,A673,69nM
TPD-VB6UZT,IC50,.,.,A673,14.1nM
TPD-161M4N,DC50 ,IKZF1,Q13422,.,0.025nM
TPD-0C3AC0,DC50 ,IKZF1,Q13422,.,0.065nM
TPD-CCZCK1,DC50 ,IKZF1,Q13422,.,2.19nM
TPD-161M4N,Dmax ,IKZF1,Q13422,.,93.20%
TPD-0C3AC0,Dmax ,IKZF1,Q13422,.,88.30%
TPD-CCZCK1,Dmax ,IKZF1,Q13422,.,66.20%
TPD-BSDGZZ,DC50 ,IKZF1,Q13422,.,0.047nM
TPD-BSDGZZ,Dmax ,IKZF1,Q13422,.,94.80%
TPD-0160HF,IC50,.,.,HGC27,385nM
TPD-NCSQTZ,IC50,.,.,HGC27,307nM
TPD-M5B3KS,IC50,.,.,HGC27,281nM
TPD-AVM1XM,IC50,.,.,HGC27,155nM
TPD-2AZYN9,IC50,.,.,HGC27,158nM
TPD-PDEMB7,IC50,.,.,HGC27,379nM
TPD-2VTRKM,IC50,.,.,HGC27,341nM
TPD-XM85CJ,IC50,.,.,HGC27,266nM
TPD-8KRQNX,IC50,.,.,HGC27,251nM
TPD-PDPIV3,IC50,.,.,HGC27,185nM
TPD-L764CZ,IC50,.,.,HGC27,160nM
TPD-DZV232,IC50,.,.,HGC27,405nM
TPD-9XGKLV,IC50,.,.,HGC27,486nM
TPD-V0430M,IC50,.,.,HGC27,275nM
TPD-GPZCVB,IC50,.,.,HGC27,210nM
TPD-A1JJVX,IC50,.,.,HGC27,251nM
TPD-G784RL,IC50,.,.,HGC27,479nM
TPD-DGL70I,IC50,.,.,HGC27,191nM
TPD-VFOKTQ,IC50,.,.,HEK293T,256nM
TPD-WVHFRJ,IC50,.,.,HEK293T,890nM
TPD-A3A4KL,IC50,.,.,HEK293T,3752nM
TPD-XC4W8H,EC50,RBM39,Q14498,.,<1pM
TPD-I96YUR,EC50,RBM39,Q14498,.,<1pM
TPD-ZJHFVM,EC50,RBM39,Q14498,.,1pM<x≤10pM
TPD-15R6WA,EC50,RBM39,Q14498,.,1pM<x≤10pM
TPD-I96YUR,IC50,.,.,.,1pM<x≤10pM
TPD-ZJHFVM,IC50,.,.,.,1pM<x≤10pM
TPD-15R6WA,IC50,.,.,.,1pM<x≤10pM
TPD-PGKIMA,IC50,.,.,HCT-116,0.4753 μM
TPD-9VMM4S,IC50,.,.,HCT-116,2.2308 μM
TPD-8LA5VJ,IC50,.,.,HCT-116,5.0 μM
TPD-SI8708,IC50,.,.,HCT-116,1.397 μM
TPD-CHJ30A,IC50,.,.,HCT-116,0.1253 μM
TPD-DFHSPF,IC50,.,.,HCT-116,0.8095 μM
TPD-4R7HI3,IC50,.,.,HCT-116,0.2183 μM
TPD-0Q4J1E,IC50,.,.,HCT-116,0.7256 μM
TPD-F1ZLEN,IC50,.,.,HCT-116,0.2588 μM
TPD-DWX30Z,IC50,.,.,HCT-116,0.916 μM
TPD-4VEOFU,IC50,.,.,HCT-116,0.4175 μM
TPD-LK1NZ8,IC50,.,.,HCT-116,0.2374 μM
TPD-PGKIMA,IC50,.,.,.,3.1553 μM
TPD-9VMM4S,IC50,.,.,.,51.821 μM
TPD-8LA5VJ,IC50,.,.,.,100.0 μM
TPD-SI8708,IC50,.,.,.,9.7161 μM
TPD-CHJ30A,IC50,.,.,.,1.1091 μM
TPD-DFHSPF,IC50,.,.,.,36.065 μM
TPD-4R7HI3,IC50,.,.,.,2.3206 μM
TPD-0Q4J1E,IC50,.,.,.,14.369 μM
TPD-F1ZLEN,IC50,.,.,.,1.2086 μM
TPD-DWX30Z,IC50,.,.,.,0.7969 μM
TPD-4VEOFU,IC50,.,.,.,2.6831 μM
TPD-LK1NZ8,IC50,.,.,.,0.5309 μM
TPD-ACH7L4,IC50,.,.,.,100 μM
TPD-ACH7L4,EC50,RBM39,Q14498,.,0.1683 μM
TPD-KDQ1KD,IC50,.,.,HCT-116,1419nM
TPD-E5BHJK,IC50,.,.,HCT-116,1444nM
TPD-LDKT1Q,IC50,.,.,HCT-116,679nM
TPD-KDQ1KD,EC50,RBM39,Q14498,HCT-116,12.7nM
TPD-E5BHJK,EC50,RBM39,Q14498,HCT-116,>25000nM
TPD-LDKT1Q,EC50,RBM39,Q14498,HCT-116,>25000nM
TPD-E4F909,Dmax ,GSPT1,P15170,Jeko-1(100 nM),35%
TPD-8D2P1I,Dmax ,GSPT1,P15170,Jeko-1(100 nM),29.80%
TPD-V3VU9H,Dmax ,GSPT1,P15170,Jeko-1(100 nM),31%
TPD-VZ7FM2,Dmax ,GSPT1,P15170,Jeko-1(100 nM),89%
TPD-QA0V78,Dmax ,GSPT1,P15170,Jeko-1(100 nM),93%
TPD-RI0OBT,Dmax ,GSPT1,P15170,Jeko-1(100 nM),21%
TPD-9X6CFO,Dmax ,GSPT1,P15170,Jeko-1(100 nM),79.90%
TPD-1H21BH,Dmax ,GSPT1,P15170,Jeko-1(100 nM),18.80%
TPD-TVMZU7,Dmax ,GSPT1,P15170,Jeko-1(100 nM),82%
TPD-BEFNZO,Dmax ,GSPT1,P15170,Jeko-1(100 nM),97.80%
TPD-E4F909,Dmax ,GSPT1,P15170,Jeko-1(10μM),53%
TPD-8D2P1I,Dmax ,GSPT1,P15170,Jeko-1(10μM),74.80%
TPD-V3VU9H,Dmax ,GSPT1,P15170,Jeko-1(10μM),88%
TPD-VZ7FM2,Dmax ,GSPT1,P15170,Jeko-1(10μM),93%
TPD-QA0V78,Dmax ,GSPT1,P15170,Jeko-1(10μM),90%
TPD-RI0OBT,Dmax ,GSPT1,P15170,Jeko-1(10μM),85%
TPD-9X6CFO,Dmax ,GSPT1,P15170,Jeko-1(10μM),92.70%
TPD-1H21BH,Dmax ,GSPT1,P15170,Jeko-1(10μM),84.10%
TPD-TVMZU7,Dmax ,GSPT1,P15170,Jeko-1(10μM),97%
TPD-BEFNZO,Dmax ,GSPT1,P15170,Jeko-1(10μM),98.70%
TPD-EZV37J,EC50,.,.,MOLM-13,≤1μM
TPD-GUOPPU,EC50,.,.,MOLM-13,1μM<x≤10μM
TPD-6R8XJM,EC50,.,.,MOLM-13,1μM<x≤10μM
TPD-MHZGNV,EC50,.,.,MOLM-13,≤1μM
TPD-USFLU5,EC50,.,.,MOLM-13,≤1μM
TPD-BNX6T3,EC50,.,.,MOLM-13,≤1μM
TPD-EZV37J,IC50,.,.,MOLM-13,1μM<x≤10μM
TPD-MHZGNV,IC50,.,.,MOLM-13,1μM<x≤10μM
TPD-USFLU5,IC50,.,.,MOLM-13,1μM<x≤10μM
TPD-860JFX,DC50,GSPT1,P15170,.,<0.001 μM
TPD-EIQXFM,DC50,GSPT1,P15170,.,<0.001 μM
TPD-LOLUZ4,DC50,GSPT1,P15170,.,<0.001 μM
TPD-860JFX,EC50,.,.,MHH-CALL-4,<0.001 μM
TPD-EIQXFM,EC50,.,.,MHH-CALL-4,<0.001 μM
TPD-LOLUZ4,EC50,.,.,MHH-CALL-4,<0.001 μM
TPD-DJRPSH,IC50,.,.,HL60,190nM
TPD-HV91WO,IC50,.,.,HL60,7.4nM
TPD-O1N95T,IC50,.,.,HL60,39nM
TPD-OLDKRF,IC50,.,.,HL60,<0.2nM
TPD-XZEDPN,IC50,.,.,HL60,10.9nM
TPD-72QHQO,IC50,.,.,HL60,0.5nM
TPD-TO3K5K,IC50,.,.,HL60,1.5nM
TPD-8F23UE,IC50,.,.,HL60,20.5nM
TPD-K41LT0,IC50,.,.,HL60,55nM
TPD-78XB82,IC50,.,.,HL60,9.1nM
TPD-TLQIPV,IC50,.,.,HL60,<0.2nM
TPD-V506HA,IC50,.,.,HL60,6.2nM
TPD-BIFW43,IC50,.,.,HL60,<0.2nM
TPD-MTFA7F,IC50,.,.,HL60,1.3nM
TPD-50N9Y9,IC50,.,.,HL60,<0.2nM
TPD-XHV4ME,IC50,.,.,HL60,3nM
TPD-PZWJZ5,IC50,.,.,HL60,11nM
TPD-18UOOS,IC50,.,.,HL60,1.5nM
TPD-4BYJ3R,IC50,.,.,HL60,106nM
TPD-90PDO9,IC50,.,.,HL60,12nM
TPD-ANRQGV,IC50,.,.,HL60,3.97nM
TPD-1RXBTJ,IC50,.,.,HL60,1.09nM
TPD-OLDKRF,Dmax ,c-Myc,P01106,HL60,100%
TPD-72QHQO,Dmax ,c-Myc,P01106,HL60,100%
TPD-TO3K5K,Dmax ,c-Myc,P01106,HL60,100%
TPD-78XB82,Dmax ,c-Myc,P01106,HL60,54%
TPD-TLQIPV,Dmax ,c-Myc,P01106,HL60,98%
TPD-V506HA,Dmax ,c-Myc,P01106,HL60,98%
TPD-BIFW43,Dmax ,c-Myc,P01106,HL60,98%
TPD-MTFA7F,Dmax ,c-Myc,P01106,HL60,94%
TPD-50N9Y9,Dmax ,c-Myc,P01106,HL60,100%
TPD-K41LT0,Dmax ,GSPT1,P15170,HL60,97%
TPD-EIAYD0,IC50,.,.,.,0.95μM
TPD-S2FTJC,IC50,.,.,.,0.70μM
TPD-DJKXMF,IC50,.,.,.,0.46μM
TPD-Y5MR4E,IC50,.,.,.,0.32μM
TPD-HDR8DR,IC50,.,.,.,1.57μM
TPD-FCP2GR,IC50,.,.,.,3.34μM
TPD-LFXHFR,IC50,.,.,.,0.78μM
TPD-9ROWSY,IC50,.,.,.,1.72μM
TPD-ZBPDT9,IC50,.,.,.,0.99μM
TPD-G07JHJ,IC50,.,.,.,0.42μM
TPD-EIAYD0,IC50,.,.,MM1.S,3.3nM
TPD-HDR8DR,IC50,.,.,MM1.S,29.3nM
TPD-9ROWSY,IC50,.,.,MM1.S,79.6nM
TPD-C1TA2E,IC50,.,.,MM1.S,39.5nM
TPD-Y5MR4E,IC50,.,.,MM.1R,9.8nM
TPD-0JIF10,IC50,.,.,MM.1R,275.8nM
TPD-AJU5HD,IC50,.,.,MM.1R,352.3nM
TPD-P68ZDC,IC50,.,.,MM.1R,204.3nM
TPD-DJKXMF,IC50,.,.,TMD-8,184.5nM
TPD-G07JHJ,IC50,.,.,TMD-8,457.8nM
TPD-0JIF10,IC50,.,.,TMD-8,204.0nM
TPD-TM8077,IC50,.,.,TMD-8,553.6nM
TPD-C1TA2E,IC50,.,.,TMD-8,145.9nM
TPD-ZJMPIP,IC50,.,.,TMD-8,651.7nM
TPD-VFYX60,IC50,.,.,TMD-8,437.8nM
TPD-MU0B11,IC50,.,.,TMD-8,409.1nM
TPD-P68ZDC,IC50,.,.,RAMOS,652.5nM
TPD-5VY177,EC50,IKZF2,Q9UKS7,HEK293,0.225μM
TPD-U43KVO,EC50,IKZF2,Q9UKS7,HEK293,0.013μM
TPD-2XLBFI,EC50,IKZF2,Q9UKS7,HEK293,0.007μM
TPD-SFWEZR,EC50,IKZF2,Q9UKS7,HEK293,0.106μM
TPD-5R3IOA,EC50,IKZF2,Q9UKS7,HEK293,0.079μM
TPD-LR42AC,EC50,IKZF2,Q9UKS7,HEK293,0.027μM
TPD-CXA3NY,EC50,IKZF2,Q9UKS7,HEK293,0.012μM
TPD-9Y8KQ8,EC50,IKZF2,Q9UKS7,HEK293,0.005μM
TPD-D0YEI5,EC50,IKZF2,Q9UKS7,HEK293,0.006μM
TPD-SG3F60,EC50,IKZF2,Q9UKS7,HEK293,0.016μM
TPD-UXHHZM,EC50,IKZF2,Q9UKS7,HEK293,0.010μM
TPD-AGOTG5,EC50,IKZF2,Q9UKS7,HEK293,0.003μM
TPD-Z6QY0Q,EC50,IKZF2,Q9UKS7,HEK293,0.055μM
TPD-TZW7FL,EC50,IKZF2,Q9UKS7,HEK293,0.005μM
TPD-VRXHQ1,EC50,IKZF2,Q9UKS7,HEK293,0.002μM
TPD-Q4JKVL,EC50,IKZF2,Q9UKS7,HEK293,0.033μM
TPD-7ED7GK,EC50,IKZF2,Q9UKS7,HEK293,0.002μM
TPD-1PAC0U,EC50,IKZF2,Q9UKS7,HEK293,0.026μM
TPD-3NZEOM,EC50,IKZF2,Q9UKS7,HEK293,0.016μM
TPD-NOXTGU,EC50,IKZF2,Q9UKS7,HEK293,0.017μM
TPD-2TVRDO,EC50,IKZF2,Q9UKS7,HEK293,0.114μM
TPD-GWWWIX,EC50,IKZF2,Q9UKS7,HEK293,0.015μM
TPD-W11FYV,EC50,IKZF2,Q9UKS7,HEK293,0.018μM
TPD-ZT8W8G,EC50,IKZF2,Q9UKS7,HEK293,0.013μM
TPD-7Y3KZ6,EC50,IKZF2,Q9UKS7,HEK293,0.148μM
TPD-CU2S2C,EC50,IKZF2,Q9UKS7,HEK293,0.004μM
TPD-1JJKGC,EC50,IKZF2,Q9UKS7,HEK293,0.004μM
TPD-6DXW1W,EC50,IKZF2,Q9UKS7,HEK293,0.032μM
TPD-LJB12T,EC50,IKZF2,Q9UKS7,HEK293,0.061μM
TPD-5Q6YC9,EC50,IKZF2,Q9UKS7,HEK293,0.016μM
TPD-V671U0,EC50,IKZF2,Q9UKS7,HEK293,0.001μM
TPD-WEL3KF,EC50,IKZF2,Q9UKS7,HEK293,0.004μM
TPD-K1FGRR,EC50,IKZF2,Q9UKS7,HEK293,0.003μM
TPD-DWWUB6,EC50,IKZF2,Q9UKS7,HEK293,0.002μM
