TPD ID,Activity Type,Target Symbols,Target IDs,Cell Line,Activity
TPD-HAN9JK,IC50_2,.,.,MV-4-11(in combination with gilteritinib),D
TPD-HN0UTL,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-5COJ8O,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-39VDPE,IC50_2,.,.,MV-4-11(in combination with gilteritinib),C
TPD-736TPG,IC50_2,.,.,MV-4-11(in combination with gilteritinib),C
TPD-ICWOIE,IC50_2,.,.,MV-4-11(in combination with gilteritinib),D
TPD-JA9C4O,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-O27VFZ,IC50_2,.,.,MV-4-11(in combination with gilteritinib),B
TPD-80XO4K,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-59VO3R,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-FQX8HG,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-78S72J,IC50_2,.,.,MV-4-11(in combination with gilteritinib),B
TPD-H66EBD,IC50_2,.,.,MV-4-11(in combination with gilteritinib),C
TPD-WPRLB1,IC50_2,.,.,MV-4-11(in combination with gilteritinib),B
TPD-UNJOZQ,IC50_2,.,.,MV-4-11(in combination with gilteritinib),D
TPD-7RY16W,IC50_2,.,.,MV-4-11(in combination with gilteritinib),B
TPD-353XLM,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-FI523I,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-G4SKXM,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-XOMMCV,IC50_2,.,.,MV-4-11(in combination with gilteritinib),B
TPD-PVGUQX,IC50_2,.,.,MV-4-11(in combination with gilteritinib),C
TPD-55UCEU,IC50_3,.,.,MOLM-13,3.7nM
TPD-AWMPZP,IC50_1,.,.,HeLa,2nM
TPD-3TRGF4,IC50_1,.,.,HeLa,15nM
TPD-2L65YG,IC50_1,.,.,HeLa,19nM
TPD-ACNFLC,IC50_1,.,.,HeLa,27nM
TPD-YOSWL3,IC50_1,.,.,HeLa,5nM
TPD-4SPA5D,IC50_1,.,.,HeLa,2nM
TPD-VRS0AQ,IC50_1,.,.,HeLa,23nM
TPD-4GUVPG,IC50_1,.,.,HeLa,3nM
TPD-2DJGT1,IC50_1,.,.,HeLa,8nM
TPD-1GVCLR,IC50_1,.,.,HeLa,9nM
TPD-PG55U9,IC50_1,.,.,HeLa,6nM
TPD-EI0ZIL,IC50_1,.,.,HeLa,6nM
TPD-VZMKYT,IC50_1,.,.,HeLa,4nM
TPD-2RY6JP,IC50_1,.,.,HeLa,8nM
TPD-62XQL7,IC50_1,.,.,HeLa,2nM
TPD-J24DD2,IC50_1,.,.,HeLa,6nM
TPD-4BQLBM,IC50_1,.,.,HeLa,2nM
TPD-QR1QIH,IC50_1,.,.,HeLa,4nM
TPD-MKGNH2,IC50_1,.,.,HeLa,4nM
TPD-NH432C,IC50_1,.,.,HeLa,16nM
TPD-ZKZY32,IC50_1,.,.,HeLa,5nM
TPD-3FX0LB,IC50_1,.,.,HeLa,3nM
TPD-KEJNPE,IC50_1,.,.,HeLa,5nM
TPD-9KTNPT,IC50_1,.,.,HeLa,0.3nM
TPD-EEG1SI,IC50_1,.,.,HeLa,5nM
TPD-P4BT36,IC50_1,.,.,HeLa,1nM
TPD-UL82OC,IC50_1,.,.,HeLa,2nM
TPD-NPS9IT,IC50_1,.,.,HeLa,16nM
TPD-RNA6C5,IC50_1,.,.,HeLa,32nM
TPD-Q3V1P9,IC50_1,.,.,HeLa,12nM
TPD-6WVD8O,IC50_1,.,.,HeLa,0.3nM
TPD-ZZS6EK,IC50_1,.,.,HeLa,1nM
TPD-C92GQP,IC50_1,.,.,HeLa,7nM
TPD-VHOCH9,IC50_1,.,.,HeLa,14nM
TPD-BL9D46,IC50_1,.,.,HeLa,20nM
TPD-FKXGQ8,IC50_1,.,.,HeLa,37nM
TPD-44ZMYA,IC50_1,.,.,HeLa,>100nM
TPD-OLT12Y,IC50_1,.,.,HeLa,>100nM
TPD-CUF8MA,IC50_1,.,.,HeLa,>100nM
TPD-HAT6B5,IC50_1,.,.,HeLa,>100nM
TPD-AWMPZP,IC50_2,.,.,SK-MEL-3,3nM
TPD-3TRGF4,IC50_2,.,.,SK-MEL-3,43nM
TPD-2L65YG,IC50_2,.,.,SK-MEL-3,49nM
TPD-ACNFLC,IC50_2,.,.,SK-MEL-3,82nM
TPD-YOSWL3,IC50_2,.,.,SK-MEL-3,9nM
TPD-4SPA5D,IC50_2,.,.,SK-MEL-3,4nM
TPD-VRS0AQ,IC50_2,.,.,SK-MEL-3,40nM
TPD-4GUVPG,IC50_2,.,.,SK-MEL-3,6nM
TPD-2DJGT1,IC50_2,.,.,SK-MEL-3,15nM
TPD-1GVCLR,IC50_2,.,.,SK-MEL-3,16nM
TPD-PG55U9,IC50_2,.,.,SK-MEL-3,12nM
TPD-EI0ZIL,IC50_2,.,.,SK-MEL-3,13nM
TPD-VZMKYT,IC50_2,.,.,SK-MEL-3,9nM
TPD-2RY6JP,IC50_2,.,.,SK-MEL-3,14nM
TPD-62XQL7,IC50_2,.,.,SK-MEL-3,4nM
TPD-J24DD2,IC50_2,.,.,SK-MEL-3,10nM
TPD-4BQLBM,IC50_2,.,.,SK-MEL-3,6nM
TPD-QR1QIH,IC50_2,.,.,SK-MEL-3,7nM
TPD-MKGNH2,IC50_2,.,.,SK-MEL-3,7nM
TPD-NH432C,IC50_2,.,.,SK-MEL-3,35nM
TPD-ZKZY32,IC50_2,.,.,SK-MEL-3,9nM
TPD-3FX0LB,IC50_2,.,.,SK-MEL-3,6nM
TPD-KEJNPE,IC50_2,.,.,SK-MEL-3,7nM
TPD-9KTNPT,IC50_2,.,.,SK-MEL-3,1nM
TPD-EEG1SI,IC50_2,.,.,SK-MEL-3,10nM
TPD-P4BT36,IC50_2,.,.,SK-MEL-3,1nM
TPD-UL82OC,IC50_2,.,.,SK-MEL-3,6nM
TPD-NPS9IT,IC50_2,.,.,SK-MEL-3,38nM
TPD-RNA6C5,IC50_2,.,.,SK-MEL-3,51nM
TPD-Q3V1P9,IC50_2,.,.,SK-MEL-3,26nM
TPD-6WVD8O,IC50_2,.,.,SK-MEL-3,1nM
TPD-ZZS6EK,IC50_2,.,.,SK-MEL-3,3nM
TPD-C92GQP,IC50_2,.,.,SK-MEL-3,19nM
TPD-VHOCH9,IC50_2,.,.,SK-MEL-3,29nM
TPD-BL9D46,IC50_2,.,.,SK-MEL-3,58nM
TPD-FKXGQ8,IC50_2,.,.,SK-MEL-3,17nM
TPD-44ZMYA,IC50_2,.,.,SK-MEL-3,>100nM
TPD-OLT12Y,IC50_2,.,.,SK-MEL-3,>100nM
TPD-CUF8MA,IC50_2,.,.,SK-MEL-3,>100nM
TPD-HAT6B5,IC50_2,.,.,SK-MEL-3,25600nM
TPD-HEEEOA,IC50_1,.,.,NCI-H1155,4.2nM
TPD-FHVM3R,IC50_1,.,.,NCI-H1155,22.7nM
TPD-EK6TC6,IC50_1,.,.,NCI-H1155,2.3nM
TPD-PKV84E,IC50_1,.,.,NCI-H1155,4.7nM
TPD-YGB3A0,IC50_1,.,.,NCI-H1155,0.22nM
TPD-SVICVQ,IC50_1,.,.,NCI-H1155,1.59nM
TPD-FHVM3R,IC50_2,.,.,Human PBMCs,57.51nM
TPD-YGB3A0,IC50_2,.,.,Human PBMCs,1.52nM
TPD-WYYCTP,IC50_1,.,.,MM1.S,A
TPD-2B1H0S,IC50_1,.,.,MM1.S,A
TPD-UH234B,IC50_1,.,.,MM1.S,A
TPD-O1VKQP,IC50_1,.,.,MM1.S,A
TPD-7XGCJQ,IC50_1,.,.,MM1.S,A
TPD-HY1CA2,IC50_1,.,.,MM1.S,A
TPD-WYYCTP,IC50_2,.,.,Mino,C
TPD-2B1H0S,IC50_2,.,.,Mino,A
TPD-UH234B,IC50_2,.,.,Mino,B
TPD-O1VKQP,IC50_2,.,.,Mino,B
TPD-7XGCJQ,IC50_2,.,.,Mino,C
TPD-HY1CA2,IC50_2,.,.,Mino,A
TPD-26643S,EC50,Tau,P10636,BE-M17,0.0609μM
TPD-5U5W95,EC50,Tau,P10636,BE-M17,0.06314μM
TPD-4TBKO2,EC50,Tau,P10636,BE-M17,0.2155μM
TPD-QQ9F5M,EC50,Tau,P10636,BE-M17,0.00402μM
TPD-9J6QKJ,EC50,Tau,P10636,BE-M17,0.00457μM
TPD-ASRKE1,EC50,Tau,P10636,BE-M17,0.00461μM
TPD-N1TE43,EC50,Tau,P10636,BE-M17,0.00463μM
TPD-ZUFGJZ,EC50,Tau,P10636,BE-M17,0.00638μM
TPD-VOV0V8,EC50,Tau,P10636,BE-M17,0.01044μM
TPD-PTMZ0R,EC50,Tau,P10636,BE-M17,0.1307μM
TPD-ZGSBMA,EC50,Tau,P10636,BE-M17,0.04394μM
TPD-ZZOS4I,EC50,Tau,P10636,BE-M17,0.07917μM
TPD-JBTMQD,EC50,Tau,P10636,BE-M17,0.2501μM
TPD-V3GVHZ,EC50,Tau,P10636,BE-M17,0.00453μM
TPD-H2ZQUN,EC50,Tau,P10636,BE-M17,0.00932μM
TPD-KOGISH,EC50,Tau,P10636,BE-M17,0.02431μM
TPD-ZURRW8,EC50,Tau,P10636,BE-M17,0.1525μM
TPD-ESBFXW,EC50,Tau,P10636,BE-M17,0.03989μM
TPD-K1DP3F,EC50,Tau,P10636,BE-M17,0.7114μM
TPD-QY2BKA,EC50,Tau,P10636,BE-M17,0.04788μM
TPD-BU8DRU,EC50,Tau,P10636,BE-M17,0.1658μM
TPD-SL8IDN,EC50,Tau,P10636,BE-M17,0.2568μM
TPD-OZTKVD,EC50,Tau,P10636,BE-M17,0.00479μM
TPD-S4S476,EC50,Tau,P10636,BE-M17,0.00597μM
TPD-KF65VD,EC50,Tau,P10636,BE-M17,0.01002μM
TPD-IDYU38,EC50,Tau,P10636,BE-M17,0.02752μM
TPD-Q4P84H,EC50,Tau,P10636,BE-M17,0.01255μM
TPD-4SKXRP,EC50,Tau,P10636,BE-M17,0.00022μM
TPD-D5GWLD,EC50,Tau,P10636,BE-M17,0.00022μM
TPD-7CU2TR,EC50,Tau,P10636,BE-M17,0.00585μM
TPD-258G99,EC50,Tau,P10636,BE-M17,0.00086μM
TPD-OKEZCP,EC50,Tau,P10636,BE-M17,0.0011μM
TPD-90W6NW,EC50,Tau,P10636,BE-M17,0.00088μM
TPD-U5N3TS,EC50,Tau,P10636,BE-M17,0.03464μM
TPD-I06HJN,EC50,Tau,P10636,BE-M17,0.185μM
TPD-983EJG,EC50,Tau,P10636,BE-M17,0.00076μM
TPD-8J8SJ5,EC50,Tau,P10636,BE-M17,0.00876μM
TPD-U241SV,EC50,Tau,P10636,BE-M17,0.01391μM
TPD-RO65T5,EC50,Tau,P10636,BE-M17,0.01288μM
TPD-1WCJST,EC50,Tau,P10636,BE-M17,0.01927μM
TPD-8SYFC0,EC50,Tau,P10636,BE-M17,0.07027μM
TPD-OMJX5L,EC50,Tau,P10636,BE-M17,0.00074μM
TPD-D6GGLM,EC50,Tau,P10636,BE-M17,0.00388μM
TPD-0IMZ87,EC50,Tau,P10636,BE-M17,0.0025μM
TPD-6HP8ZV,EC50,Tau,P10636,BE-M17,0.00391μM
TPD-D2BA6D,EC50,Tau,P10636,BE-M17,0.00368μM
TPD-Z57V2C,EC50,Tau,P10636,BE-M17,0.00415μM
TPD-4OV7A4,EC50,Tau,P10636,BE-M17,0.03809μM
TPD-KI1O76,EC50,Tau,P10636,BE-M17,0.00957μM
TPD-OI1G5I,EC50,Tau,P10636,BE-M17,0.02146μM
TPD-FTGZVC,EC50,Tau,P10636,BE-M17,0.3111μM
TPD-8KROCO,EC50,Tau,P10636,BE-M17,0.1287μM
TPD-WMS9S9,EC50,Tau,P10636,BE-M17,0.08388μM
TPD-5AJZZF,DC50,IKZF1,Q13422,Jurkat-IKZF1 HiBiT,<10nM
TPD-4SNPKN,DC50,IKZF1,Q13422,Jurkat-IKZF1 HiBiT,<10nM
TPD-RXHUV7,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,+++
TPD-VUQCMQ,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,++
TPD-YHP8GU,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,-
TPD-A7EE0R,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,-
TPD-7NR9EC,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,++
TPD-V3BOVZ,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,+++
TPD-RWAHFB,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,+++
TPD-OQS5KS,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,+++
TPD-TB7D6I,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,+++
TPD-9L90O5,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,+++
TPD-PO1F7D,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,+++
TPD-41BB04,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,+++
TPD-QK6FHZ,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,+++
TPD-M6CR00,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,+++
TPD-CQZBY0,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,+++
TPD-WPFH4C,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,+++
TPD-N3YPBR,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,+++
TPD-2Z7CNI,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,+++
TPD-KBHUF3,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,++
TPD-TUX5I8,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,++
TPD-P1375F,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,-
TPD-WZJIYM,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,-
TPD-3XSV65,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,-
TPD-WD14LI,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,-
TPD-CB73YM,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,-
TPD-MM561R,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,-
TPD-KRHDMS,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,-
TPD-FN50XT,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,-
TPD-005QZQ,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,-
TPD-AE0M3J,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,++
TPD-JHBSGM,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,++
TPD-N4VUA6,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,+++
TPD-NIW5JA,DC50_1,CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,+++
TPD-RXHUV7,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,94
TPD-VUQCMQ,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,77
TPD-7NR9EC,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,67
TPD-V3BOVZ,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,89
TPD-RWAHFB,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,94
TPD-OQS5KS,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,84
TPD-TB7D6I,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,87
TPD-9L90O5,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,88
TPD-PO1F7D,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,73
TPD-41BB04,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,82
TPD-QK6FHZ,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,79
TPD-M6CR00,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,89
TPD-CQZBY0,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,95
TPD-WPFH4C,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,88
TPD-N3YPBR,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,78
TPD-2Z7CNI,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,81
TPD-KBHUF3,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,81
TPD-TUX5I8,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,53
TPD-P1375F,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,23
TPD-FN50XT,Dmax_1(5μM),CK1α,P48729,MOLT-4-CK1alpha;-HiBiT,43
TPD-YHP8GU,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,-
TPD-A7EE0R,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,++
TPD-WZJIYM,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,-
TPD-3XSV65,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,-
TPD-WD14LI,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,-
TPD-CB73YM,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,-
TPD-MM561R,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,-
TPD-KRHDMS,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,-
TPD-005QZQ,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,-
TPD-AE0M3J,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+++
TPD-JHBSGM,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+++
TPD-N4VUA6,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+++
TPD-NIW5JA,DC50_2,WEE1,P30291,MOLT-4-WEE1-HiBiT,+++
TPD-P1YJFI,EC50,14-3-3σ/CRAF,P31947/P04049,.,66±4μM
TPD-YJYX33,EC50,14-3-3σ/CRAF,P31947/P04049,.,17±3μM
TPD-REZBFS,EC50,14-3-3σ/CRAF,P31947/P04049,.,3±1μM
TPD-YKYBN7,EC50,14-3-3σ/CRAF,P31947/P04049,.,>1000μM
TPD-PTD1PY,EC50,14-3-3σ/CRAF,P31947/P04049,.,82±6μM
TPD-2HLG07,EC50,14-3-3σ/CRAF,P31947/P04049,.,87±9μM
TPD-IKRBP0,EC50,14-3-3σ/CRAF,P31947/P04049,.,>150μM
TPD-YJYX33,Apparent Kd(100 μM compound),14-3-3σ/CRAF,P31947/P04049,.,400nM
TPD-REZBFS,Apparent Kd(100 μM compound),14-3-3σ/CRAF,P31947/P04049,.,190nM
TPD-L1V5DV,EC50_1,WEE1,P30291,LentiX-HEK293T,0.368μM
TPD-SWPS43,EC50_1,WEE1,P30291,LentiX-HEK293T,0.339μM
TPD-5SZSVH,EC50_1,WEE1,P30291,LentiX-HEK293T,0.010μM
TPD-8593VO,EC50_1,WEE1,P30291,LentiX-HEK293T,0.014μM
TPD-7LAMDQ,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-FSVU4U,EC50_1,WEE1,P30291,LentiX-HEK293T,0.002μM
TPD-1YB1T2,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-UUZJGB,EC50_1,WEE1,P30291,LentiX-HEK293T,0.004μM
TPD-02T8GS,EC50_1,WEE1,P30291,LentiX-HEK293T,0.006μM
TPD-FMYXWD,EC50_1,WEE1,P30291,LentiX-HEK293T,0.002μM
TPD-RC4X8R,EC50_1,WEE1,P30291,LentiX-HEK293T,0.004μM
TPD-BJQZNS,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-YHCB4I,EC50_1,WEE1,P30291,LentiX-HEK293T,0.003μM
TPD-OYQZKN,EC50_1,WEE1,P30291,LentiX-HEK293T,0.002μM
TPD-K8TWVD,EC50_1,WEE1,P30291,LentiX-HEK293T,0.000μM
TPD-6JFMDE,EC50_1,WEE1,P30291,LentiX-HEK293T,0.002μM
TPD-FG36HB,EC50_1,WEE1,P30291,LentiX-HEK293T,0.003μM
TPD-U70EMW,EC50_1,WEE1,P30291,LentiX-HEK293T,0.006μM
TPD-FML7OH,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-CAOCPJ,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-LEGRI0,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-SW3RAO,EC50_1,WEE1,P30291,LentiX-HEK293T,0.002μM
TPD-J1Q5S9,EC50_1,WEE1,P30291,LentiX-HEK293T,0.005μM
TPD-5LJA64,EC50_1,WEE1,P30291,LentiX-HEK293T,0.002μM
TPD-BMRH9K,EC50_1,WEE1,P30291,LentiX-HEK293T,0.008μM
TPD-GIDZ4D,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-NOYNEM,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-GEAUXG,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-99BG3B,EC50_1,WEE1,P30291,LentiX-HEK293T,0.000μM
TPD-F24N3W,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-755WVN,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-P8T0CR,EC50_1,WEE1,P30291,LentiX-HEK293T,0.004μM
TPD-1PR6RP,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-QOS1Y0,EC50_1,WEE1,P30291,LentiX-HEK293T,0.009μM
TPD-8RN0AH,EC50_1,WEE1,P30291,LentiX-HEK293T,0.000μM
TPD-6ZGPA9,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-E4OKCE,EC50_1,WEE1,P30291,LentiX-HEK293T,0.000μM
TPD-R9TON7,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-F45OW5,EC50_1,WEE1,P30291,LentiX-HEK293T,0.003μM
TPD-H7SEI9,EC50_1,WEE1,P30291,LentiX-HEK293T,0.003μM
TPD-U935PN,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-52G0AS,EC50_1,WEE1,P30291,LentiX-HEK293T,0.000μM
TPD-2RDVSR,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-4NZ0F6,EC50_1,WEE1,P30291,LentiX-HEK293T,0.004μM
TPD-K1D495,EC50_1,WEE1,P30291,LentiX-HEK293T,0.008μM
TPD-F9CZS1,EC50_1,WEE1,P30291,LentiX-HEK293T,0.008μM
TPD-O3MDOK,EC50_1,WEE1,P30291,LentiX-HEK293T,0.000μM
TPD-6TLI6A,EC50_1,WEE1,P30291,LentiX-HEK293T,0.000μM
TPD-B41YJ7,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-711PT4,EC50_1,WEE1,P30291,LentiX-HEK293T,0.001μM
TPD-K4N2W9,EC50_1,WEE1,P30291,LentiX-HEK293T,0.009μM
TPD-XZL05Q,EC50_1,WEE1,P30291,LentiX-HEK293T,0.000μM
TPD-M02KOL,EC50_1,WEE1,P30291,LentiX-HEK293T,0.006μM
TPD-L1V5DV,Ymin_1,WEE1,P30291,LentiX-HEK293T,30.70%
TPD-SWPS43,Ymin_1,WEE1,P30291,LentiX-HEK293T,33.40%
TPD-5SZSVH,Ymin_1,WEE1,P30291,LentiX-HEK293T,28.10%
TPD-8593VO,Ymin_1,WEE1,P30291,LentiX-HEK293T,30.90%
TPD-7LAMDQ,Ymin_1,WEE1,P30291,LentiX-HEK293T,32.30%
TPD-FSVU4U,Ymin_1,WEE1,P30291,LentiX-HEK293T,27.40%
TPD-1YB1T2,Ymin_1,WEE1,P30291,LentiX-HEK293T,31.90%
TPD-UUZJGB,Ymin_1,WEE1,P30291,LentiX-HEK293T,27.50%
TPD-02T8GS,Ymin_1,WEE1,P30291,LentiX-HEK293T,32.40%
TPD-FMYXWD,Ymin_1,WEE1,P30291,LentiX-HEK293T,27.80%
TPD-RC4X8R,Ymin_1,WEE1,P30291,LentiX-HEK293T,30.40%
TPD-BJQZNS,Ymin_1,WEE1,P30291,LentiX-HEK293T,22.10%
TPD-YHCB4I,Ymin_1,WEE1,P30291,LentiX-HEK293T,31.80%
TPD-OYQZKN,Ymin_1,WEE1,P30291,LentiX-HEK293T,28.40%
TPD-K8TWVD,Ymin_1,WEE1,P30291,LentiX-HEK293T,29.60%
TPD-6JFMDE,Ymin_1,WEE1,P30291,LentiX-HEK293T,25.60%
TPD-FG36HB,Ymin_1,WEE1,P30291,LentiX-HEK293T,29.80%
TPD-U70EMW,Ymin_1,WEE1,P30291,LentiX-HEK293T,31.40%
TPD-FML7OH,Ymin_1,WEE1,P30291,LentiX-HEK293T,30.30%
TPD-CAOCPJ,Ymin_1,WEE1,P30291,LentiX-HEK293T,29.80%
TPD-LEGRI0,Ymin_1,WEE1,P30291,LentiX-HEK293T,31.30%
TPD-SW3RAO,Ymin_1,WEE1,P30291,LentiX-HEK293T,33.50%
TPD-J1Q5S9,Ymin_1,WEE1,P30291,LentiX-HEK293T,37.70%
